x_mm,y_mm,z_mm,radius_mm,x_ara,angle_deg,lateral_index,elevation_rank,exact_elevation_tie
761.76723,761.76723,63.57681,1077.301548037385,0.3865077519586774,45,9,30,False
768.8383,768.8383,58.58997,1087.3015511318742,0.4365077678685792,45,10,28,False
775.90936,775.90936,58.13714,1097.3015400842282,0.48650771306780366,45,11,27,False
782.98043,782.98043,55.72574,1107.3015431787178,0.5365077289777066,45,12,24,False
790.0515,790.0515,50.42627,1117.3015462732074,0.5865077448876095,45,13,22,False
797.12257,797.12257,46.40236,1127.301549367697,0.6365077607975124,45,14,21,False
804.19364,804.19364,42.76377,1137.3015524621862,0.6865077767074141,45,15,19,False
811.2647,811.2647,41.28328,1147.3015414145402,0.7365077219066386,45,16,16,False
818.33577,818.33577,41.68986,1157.3015445090298,0.7865077378165415,45,17,17,False
827.57087,827.57087,39.79134,1170.3619481789015,0.8518097567372338,45,18,14,False
834.52979,834.52979,31.13041,1180.203347222371,0.9010167523850978,45,19,7,False
841.49974,841.49974,25.61947,1190.0603450414333,0.950301741911609,45,20,4,False
846.15166,846.15166,21.5687,1196.639153396508,0.9831957839747756,45,21,2,False
853.1366,853.1366,19.08276,1206.5173502768703,1.032586768808714,45,22,1,False
860.12896,860.12896,21.79979,1216.4060406218653,1.0820302209662747,45,23,3,False
867.12798,867.12798,26.76979,1226.304149629186,1.131520766435876,45,24,5,False
874.13265,874.13265,31.06195,1236.2102489431338,1.1810512634389623,45,25,6,False
881.14248,881.14248,32.81675,1246.1236455990636,1.2306182471522777,45,26,8,False
888.15684,888.15684,34.68605,1256.043448642431,1.2802172628030617,45,27,10,False
895.1753,895.1753,33.67196,1265.9690499614042,1.3298452698321277,45,28,9,False
902.19736,902.19736,35.26506,1275.8997424492018,1.3794987327055388,45,29,11,False
909.22261,909.22261,38.70107,1285.8349462782633,1.4291747522854668,45,30,12,False
916.25097,916.25097,38.9067,1295.7745483115038,1.4788727628864824,45,31,13,False
923.28187,923.28187,40.03178,1305.717742447193,1.5285887339998978,45,32,15,False
930.31532,930.31532,42.09737,1315.664542827466,1.578322736336391,45,33,18,False
937.35089,937.35089,46.14743,1325.6143413404911,1.6280717293367755,45,34,20,False
944.38852,944.38852,52.55097,1335.567053133455,1.6778352887369807,45,35,23,False
951.42805,951.42805,55.7914,1345.5224519321873,1.7276122831661467,45,36,25,False
965.51206,965.51206,57.35671,1365.4402498867855,1.8272012738104517,45,37,26,False
972.55633,972.55633,62.5828,1375.4023520578035,1.8770117851013386,45,38,29,False
979.60194,979.60194,67.48224,1385.366349274995,1.926831771623176,45,39,33,False
986.64875,986.64875,70.06515,1395.3320435484611,1.976660243426461,45,40,35,False
989.94949,989.94949,74.88514,1399.9999948223285,2.0,45,41,40,True
642.78761,766.04444,77.8326,999.9999978122128,0.0,50,1,40,False
665.15727,792.70357,74.08969,1034.801016488,0.17400509354514893,50,2,38,False
666.74289,794.59323,71.89767,1037.2677969200552,0.18633899571720652,50,3,37,False
670.2266,798.74496,70.73274,1042.6874922396266,0.21343747234094887,50,4,35,False
674.64002,804.00467,68.33753,1049.5535555498868,0.24776778892504278,50,5,32,False
679.65073,809.9762,68.72979,1057.3488352270374,0.28674418734802665,50,6,34,False
