repetition,source_child,start,reverse,passed_all,u_cosine,v_cosine,u_sign_retention,v_sign_retention,bit_u_balanced_accuracy,bit_v_balanced_accuracy,four_child_balanced_accuracy
474,C01,16,1,0,0.3862493142664366,0.13672613703456055,0.7111111111111111,0.5111111111111111,0.55,0.4,0.175
475,C01,6,1,0,0.12494112208791745,0.1367261370345606,0.5777777777777777,0.4888888888888889,0.55,0.475,0.35
476,C01,70,0,0,0.2858220377663028,0.30715955814067475,0.4888888888888889,0.4666666666666667,0.575,0.575,0.35
477,C11,6,1,0,0.01886648711794792,0.35070064695601133,0.5333333333333333,0.37777777777777777,0.5,0.4,0.25
478,C11,50,0,0,0.034734954127142656,0.27477320490368295,0.6222222222222222,0.4888888888888889,0.45,0.425,0.2
479,C11,12,0,0,0.11169640163710183,0.4395731037364623,0.4666666666666667,0.4666666666666667,0.5,0.325,0.2
480,C00,64,0,0,0.13148610710450542,0.35860413406125474,0.35555555555555557,0.5333333333333333,0.4,0.625,0.275
481,C01,2,1,0,0.2872903511679326,0.10958709807578401,0.6,0.5777777777777777,0.575,0.45,0.25
482,C10,67,1,0,0.10333806348828771,0.04820912198575083,0.5333333333333333,0.4444444444444444,0.6,0.5,0.325
483,C10,24,1,0,0.010491148573661653,0.005699386516945316,0.5111111111111111,0.4888888888888889,0.475,0.475,0.25
484,C00,75,1,0,0.0706401067871688,0.3588091561979991,0.4888888888888889,0.4888888888888889,0.5,0.5,0.275
485,C01,40,0,0,0.3620296241750987,0.3071595581406747,0.6444444444444445,0.5333333333333333,0.575,0.45,0.275
486,C00,27,0,0,0.0015384643089581683,0.06209288271453821,0.5777777777777777,0.5555555555555556,0.4,0.6,0.3
487,C10,43,0,0,0.15620025062895407,0.048209121985750426,0.5111111111111111,0.5555555555555556,0.5,0.5,0.25
488,C10,23,1,0,0.21428913562929866,0.10238073217523401,0.5333333333333333,0.4666666666666667,0.575,0.5,0.25
489,C01,60,0,0,0.008791460596388306,0.30715955814067475,0.5777777777777777,0.5333333333333333,0.5,0.45,0.175
490,C10,71,0,0,0.17738341673977023,0.15378192040113278,0.6,0.4444444444444444,0.55,0.5,0.275
491,C01,27,0,0,0.38654432586029,0.12990894548943277,0.6666666666666666,0.4666666666666667,0.6,0.625,0.375
492,C00,33,1,0,0.03939335759997602,0.062092882714539874,0.5333333333333333,0.5555555555555556,0.5,0.475,0.225
493,C00,24,1,0,0.04914727265379944,0.32060863899395375,0.35555555555555557,0.5333333333333333,0.55,0.425,0.3
494,C11,67,1,0,0.2173035998160457,0.4611411166829259,0.5111111111111111,0.3111111111111111,0.525,0.425,0.15
495,C00,2,0,0,0.010844930501629676,0.4615252320182891,0.4444444444444444,0.5777777777777777,0.575,0.65,0.4
496,C10,39,0,0,0.22333521369343956,0.23214562740650235,0.5333333333333333,0.5111111111111111,0.6,0.575,0.4
497,C01,47,1,0,0.40052052677212474,0.333132918058593,0.6888888888888889,0.4666666666666667,0.625,0.575,0.35
498,C11,21,0,0,0.35898719908211224,0.3089104720694706,0.6444444444444445,0.5333333333333333,0.625,0.625,0.35
499,C01,34,0,0,0.12494112208792008,0.13672613703456396,0.5777777777777777,0.4888888888888889,0.6,0.6,0.35
500,C10,20,1,0,0.14129838662631164,0.07419476303848341,0.5333333333333333,0.5111111111111111,0.55,0.525,0.325
501,C10,43,1,0,0.12425468276669764,0.10238073217523377,0.6,0.4666666666666667,0.525,0.5,0.25
502,C01,34,1,0,0.19327685957808707,0.036617211652113284,0.5111111111111111,0.4444444444444444,0.6,0.525,0.375
503,C11,30,0,0,0.07088296649860146,0.27477320490368295,0.4888888888888889,0.4888888888888889,0.5,0.425,0.25
504,C01,59,0,0,0.05980977232775929,0.17995279904097525,0.5777777777777777,0.5555555555555556,0.5,0.425,0.225
505,C10,46,0,0,0.19558591720715876,0.0056993865169432225,0.4888888888888889,0.5111111111111111,0.5,0.525,0.25
506,C00,46,1,0,0.08382375517920045,0.35860413406125413,0.35555555555555557,0.4666666666666667,0.425,0.375,0.175
507,C00,53,0,0,0.01290169417877269,0.5389656908464684,0.4444444444444444,0.4,0.475,0.4,0.225
508,C00,24,0,0,0.1314861071045062,0.3586041340612548,0.35555555555555557,0.5333333333333333,0.4,0.625,0.275
509,C10,59,1,0,0.0822980882327767,0.1537819204011311,0.4888888888888889,0.5555555555555556,0.55,0.5,0.325
510,C10,4,1,0,0.05290966221412656,0.005699386516945343,0.6,0.4888888888888889,0.55,0.475,0.275
511,C11,52,1,0,0.06261430018127312,0.08460680723082169,0.5333333333333333,0.35555555555555557,0.575,0.525,0.4
512,C00,17,0,0,0.09031034849577062,0.06209288271453821,0.5333333333333333,0.4444444444444444,0.55,0.525,0.25
513,C01,21,0,0,0.31057133404961657,0.1390264746759329,0.6666666666666666,0.4888888888888889,0.525,0.475,0.2
514,C00,5,1,0,0.11885982005352944,0.35880915619799886,0.4888888888888889,0.5111111111111111,0.525,0.45,0.175
515,C00,62,1,0,0.07479183762009546,0.14069296308295673,0.5333333333333333,0.5111111111111111,0.55,0.525,0.375
516,C01,9,1,0,0.33210454203378853,0.1390264746759324,0.5555555555555556,0.5111111111111111,0.475,0.525,0.3
517,C01,59,0,0,0.05980977232775929,0.17995279904097525,0.5777777777777777,0.5555555555555556,0.5,0.425,0.225
518,C11,42,1,0,0.20812916839122225,0.08460680723082166,0.5555555555555556,0.6444444444444445,0.65,0.55,0.425
519,C11,47,1,0,0.026929392382863123,0.46114111668292607,0.4444444444444444,0.3111111111111111,0.5,0.425,0.225
520,C11,37,0,0,0.17078352389353668,0.23646917654709756,0.5555555555555556,0.6,0.525,0.5,0.275
521,C00,42,0,0,0.010844930501629761,0.4615252320182892,0.4444444444444444,0.5777777777777777,0.575,0.65,0.4
522,C11,11,0,0,0.09939783279494632,0.30891047206947064,0.5111111111111111,0.4666666666666667,0.45,0.425,0.225
523,C00,54,1,0,0.14551956421207562,0.3206086389939536,0.5111111111111111,0.4666666666666667,0.55,0.5,0.25
524,C01,3,0,0,0.1915345623866126,0.33313291805859385,0.5333333333333333,0.5333333333333333,0.575,0.425,0.225
525,C01,18,0,0,0.17134437354659424,0.10958709807578552,0.5555555555555556,0.5777777777777777,0.525,0.475,0.2
526,C00,63,1,0,0.09031034849577141,0.062092882714539874,0.5333333333333333,0.4444444444444444,0.55,0.4,0.35
527,C10,45,1,0,0.014433174037745298,0.07663862966662974,0.6,0.4,0.4,0.575,0.225
528,C10,18,1,0,0.22770815047625778,0.11601539191278991,0.5333333333333333,0.4888888888888889,0.55,0.5,0.325
529,C00,72,1,0,0.22415686050058156,0.14069296308295673,0.4888888888888889,0.4888888888888889,0.575,0.475,0.225
530,C10,34,1,0,0.19558591720716068,0.005699386516945289,0.4888888888888889,0.5111111111111111,0.575,0.5,0.325
531,C11,29,1,0,0.09939783279494807,0.3089104720694724,0.5111111111111111,0.4666666666666667,0.475,0.375,0.125
532,C01,7,1,0,0.40052052677212546,0.3331329180585931,0.6888888888888889,0.4666666666666667,0.625,0.575,0.35
533,C01,49,0,0,0.04572963096483556,0.17995279904097533,0.4444444444444444,0.4444444444444444,0.575,0.475,0.275
534,C01,18,0,0,0.17134437354659424,0.10958709807578552,0.5555555555555556,0.5777777777777777,0.525,0.475,0.2
535,C11,50,0,0,0.034734954127142656,0.27477320490368295,0.6222222222222222,0.4888888888888889,0.45,0.425,0.2
536,C00,14,0,0,0.20359609055937483,0.3586041340612548,0.4444444444444444,0.4666666666666667,0.6,0.375,0.25
537,C00,24,1,0,0.04914727265379944,0.32060863899395375,0.35555555555555557,0.5333333333333333,0.55,0.425,0.3
538,C00,2,1,0,0.039418261425331204,0.14069296308295673,0.4888888888888889,0.5111111111111111,0.5,0.525,0.2
539,C10,7,1,0,0.04647183604267428,0.04820912198575089,0.5333333333333333,0.4444444444444444,0.5,0.5,0.275
540,C11,38,0,0,0.2081291683912222,0.08460680723082133,0.5555555555555556,0.6444444444444445,0.575,0.475,0.25
541,C00,12,1,0,0.1267416639058694,0.14069296308295673,0.4666666666666667,0.4888888888888889,0.45,0.475,0.3
542,C10,23,1,0,0.21428913562929866,0.10238073217523401,0.5333333333333333,0.4666666666666667,0.575,0.5,0.25
543,C11,49,1,0,0.0231496787804668,0.3089104720694725,0.4888888888888889,0.4666666666666667,0.45,0.375,0.25
544,C00,63,0,0,0.1889723548693322,0.5389656908464684,0.4,0.6,0.45,0.7,0.35
545,C01,64,0,0,0.38624931426643405,0.13672613703456415,0.7111111111111111,0.5111111111111111,0.55,0.525,0.275
546,C11,37,0,0,0.17078352389353668,0.23646917654709756,0.5555555555555556,0.6,0.525,0.5,0.275
547,C01,24,0,0,0.38624931426643366,0.13672613703456404,0.7111111111111111,0.5111111111111111,0.55,0.525,0.275
548,C10,35,1,0,0.16608431011107933,0.07663862966662975,0.5111111111111111,0.6,0.625,0.45,0.275
549,C11,29,1,0,0.09939783279494807,0.3089104720694724,0.5111111111111111,0.4666666666666667,0.475,0.375,0.125
550,C01,48,1,0,0.36571091839508696,0.17911910694727923,0.6666666666666666,0.4888888888888889,0.525,0.575,0.325
551,C10,29,0,0,0.3147165006170626,0.23214562740650208,0.6666666666666666,0.4888888888888889,0.625,0.5,0.35
552,C10,52,1,0,0.496657228124942,0.0025363597010660023,0.5777777777777777,0.4888888888888889,0.675,0.525,0.375
553,C11,55,0,0,0.25979890418997115,0.31053716760635597,0.4222222222222222,0.35555555555555557,0.375,0.45,0.125
554,C01,8,0,0,0.012474390764596539,0.10958709807578544,0.4222222222222222,0.4222222222222222,0.525,0.55,0.225
555,C01,58,0,0,0.17134437354659618,0.10958709807578543,0.5555555555555556,0.5777777777777777,0.525,0.475,0.2
556,C00,52,1,0,0.1267416639058699,0.14069296308295673,0.4666666666666667,0.4888888888888889,0.45,0.475,0.3
557,C10,4,1,0,0.05290966221412656,0.005699386516945343,0.6,0.4888888888888889,0.55,0.475,0.275
558,C00,4,1,0,0.04755127224265655,0.32060863899395364,0.5111111111111111,0.5333333333333333,0.525,0.425,0.125
559,C01,35,1,0,0.13989095791554923,0.05775063185537287,0.5777777777777777,0.4888888888888889,0.575,0.525,0.3
560,C10,59,0,0,0.009141706129824897,0.23214562740650269,0.5333333333333333,0.5111111111111111,0.425,0.575,0.225
561,C10,58,0,0,0.1112077618678939,0.0025363597010674877,0.5333333333333333,0.5111111111111111,0.5,0.475,0.275
562,C00,20,1,0,0.16961270776481246,0.1964725604339083,0.6222222222222222,0.5333333333333333,0.55,0.6,0.425
563,C01,14,1,0,0.40524864719541115,0.036617211652113325,0.6888888888888889,0.4444444444444444,0.575,0.525,0.35
564,C00,4,0,0,0.17920294578639773,0.35860413406125485,0.5555555555555556,0.5333333333333333,0.575,0.625,0.35
565,C00,73,1,0,0.039393357599975545,0.062092882714539874,0.5333333333333333,0.5555555555555556,0.5,0.475,0.225
566,C00,13,1,0,0.0015384643089586638,0.062092882714539874,0.5777777777777777,0.5555555555555556,0.55,0.475,0.3
567,C01,47,0,0,0.1212326264246269,0.1299089454894329,0.4888888888888889,0.4666666666666667,0.475,0.625,0.3
568,C01,0,1,0,0.36202962417509726,0.3071595581406737,0.6444444444444445,0.5333333333333333,0.625,0.425,0.325
569,C01,12,0,0,0.006089112619757896,0.17911910694727853,0.4222222222222222,0.4888888888888889,0.6,0.6,0.4
570,C00,15,0,0,0.16033947996400963,0.358809156197999,0.5555555555555556,0.5111111111111111,0.6,0.5,0.35
571,C11,31,0,0,0.023149678780464863,0.30891047206947075,0.4888888888888889,0.4666666666666667,0.475,0.425,0.275
572,C10,8,0,0,0.15574647962258564,0.002536359701067539,0.5777777777777777,0.4888888888888889,0.475,0.525,0.3
573,C10,49,0,0,0.2352345338696528,0.23214562740650252,0.4666666666666667,0.4888888888888889,0.45,0.5,0.3
574,C10,57,1,0,0.1300652894691161,0.048209121985750766,0.5777777777777777,0.5555555555555556,0.525,0.5,0.375
575,C10,21,0,0,0.08229808823277605,0.15378192040113212,0.4888888888888889,0.5555555555555556,0.65,0.5,0.3
576,C11,76,1,0,0.20454238991716153,0.3507006469560112,0.6444444444444445,0.6222222222222222,0.55,0.55,0.25
577,C11,11,0,0,0.09939783279494632,0.30891047206947064,0.5111111111111111,0.4666666666666667,0.45,0.425,0.225
578,C01,41,0,0,0.30903303359421486,0.13902647467593288,0.6222222222222222,0.4888888888888889,0.575,0.475,0.25
579,C10,18,1,0,0.22770815047625778,0.11601539191278991,0.5333333333333333,0.4888888888888889,0.55,0.5,0.325
580,C11,62,0,0,0.18599654697776413,0.43957310373646236,0.7111111111111111,0.5333333333333333,0.5,0.575,0.275
581,C01,49,0,0,0.04572963096483556,0.17995279904097533,0.4444444444444444,0.4444444444444444,0.575,0.475,0.275
582,C01,70,1,0,0.11403423838702942,0.3071595581406738,0.4888888888888889,0.4666666666666667,0.55,0.55,0.225
583,C11,60,1,0,0.019304978993133867,0.27477320490368135,0.4444444444444444,0.5111111111111111,0.55,0.575,0.325
584,C10,34,1,0,0.19558591720716068,0.005699386516945289,0.4888888888888889,0.5111111111111111,0.575,0.5,0.325
585,C11,43,0,0,0.019644585830855873,0.46114111668292385,0.5333333333333333,0.6888888888888889,0.5,0.575,0.175
586,C10,29,0,0,0.3147165006170626,0.23214562740650208,0.6666666666666666,0.4888888888888889,0.625,0.5,0.35
587,C01,28,0,0,0.45724918420806054,0.10958709807578548,0.5777777777777777,0.4222222222222222,0.575,0.55,0.325
588,C11,68,0,0,0.06261430018127193,0.08460680723082167,0.5333333333333333,0.35555555555555557,0.6,0.45,0.25
589,C01,47,1,0,0.40052052677212474,0.333132918058593,0.6888888888888889,0.4666666666666667,0.625,0.575,0.35
590,C01,24,1,0,0.021364510366412178,0.03661721165211335,0.4888888888888889,0.5555555555555556,0.425,0.475,0.175
591,C01,1,0,0,0.30903303359421563,0.1390264746759329,0.6222222222222222,0.4888888888888889,0.575,0.475,0.25
592,C11,69,0,0,0.1093584920510458,0.03343013254497938,0.6222222222222222,0.4666666666666667,0.55,0.45,0.225
593,C10,14,0,0,0.16847250833748184,0.18912396499559855,0.5111111111111111,0.4666666666666667,0.55,0.6,0.325
594,C10,18,0,0,0.11120776186789436,0.0025363597010676473,0.5333333333333333,0.5111111111111111,0.5,0.475,0.275
595,C11,34,0,0,0.018866487117948763,0.3507006469560149,0.5333333333333333,0.37777777777777777,0.375,0.45,0.225
596,C01,15,1,0,0.33037545973465554,0.057750631855372714,0.6222222222222222,0.4888888888888889,0.65,0.525,0.35
597,C00,47,1,0,0.33534108027262977,0.5389656908464694,0.4222222222222222,0.4,0.375,0.3,0.1
598,C00,63,1,0,0.09031034849577141,0.062092882714539874,0.5333333333333333,0.4444444444444444,0.55,0.4,0.35
599,C11,10,1,0,0.07088296649860079,0.2747732049036813,0.4888888888888889,0.4888888888888889,0.425,0.4,0.225
600,C10,46,0,0,0.19558591720715876,0.0056993865169432225,0.4888888888888889,0.5111111111111111,0.5,0.525,0.25
601,C01,4,1,0,0.010078451487451427,0.03661721165211323,0.5111111111111111,0.5555555555555556,0.525,0.475,0.225
602,C10,50,1,0,0.34135956456061184,0.07419476303848366,0.6222222222222222,0.4888888888888889,0.675,0.525,0.4
603,C00,42,0,0,0.010844930501629761,0.4615252320182892,0.4444444444444444,0.5777777777777777,0.575,0.65,0.4
604,C00,63,1,0,0.09031034849577141,0.062092882714539874,0.5333333333333333,0.4444444444444444,0.55,0.4,0.35
605,C10,14,1,0,0.45342904763936653,0.00569938651694542,0.5555555555555556,0.5111111111111111,0.675,0.5,0.35
606,C00,16,1,0,0.13148610710450492,0.35860413406125413,0.35555555555555557,0.5333333333333333,0.575,0.625,0.425
607,C10,62,0,0,0.22770815047625664,0.11601539191278987,0.5333333333333333,0.4888888888888889,0.65,0.475,0.275
608,C10,19,1,0,0.08229808823277637,0.15378192040113056,0.4888888888888889,0.5555555555555556,0.55,0.5,0.325
609,C11,45,0,0,0.020524199838440834,0.3105371676063558,0.4888888888888889,0.6444444444444445,0.6,0.575,0.275
610,C01,39,0,0,0.269328850626547,0.1799527990409752,0.6222222222222222,0.5555555555555556,0.55,0.425,0.225
611,C00,7,1,0,0.33534108027262893,0.5389656908464694,0.4222222222222222,0.4,0.375,0.3,0.1
612,C10,71,0,0,0.17738341673977023,0.15378192040113278,0.6,0.4444444444444444,0.55,0.5,0.275
613,C11,32,1,0,0.10586692050015237,0.08460680723082195,0.5333333333333333,0.35555555555555557,0.525,0.525,0.25
614,C01,14,0,0,0.1798551490159611,0.1367261370345641,0.5111111111111111,0.4888888888888889,0.5,0.6,0.325
615,C01,51,0,0,0.08423203125077357,0.13902647467593282,0.4888888888888889,0.5111111111111111,0.55,0.5,0.325
616,C01,66,0,0,0.40524864719541237,0.036617211652113076,0.6888888888888889,0.4444444444444444,0.575,0.525,0.325
617,C00,74,0,0,0.08382375517920101,0.35860413406125474,0.35555555555555557,0.4666666666666667,0.425,0.375,0.15
618,C01,38,1,0,0.29478130041305106,0.17911910694727928,0.5333333333333333,0.5111111111111111,0.65,0.4,0.25
619,C11,3,1,0,0.1707835238935379,0.23646917654709615,0.5555555555555556,0.6,0.575,0.625,0.425
620,C10,20,0,0,0.14129838662631286,0.07419476303848507,0.5333333333333333,0.5111111111111111,0.525,0.475,0.225
621,C01,27,1,0,0.01625668144882859,0.3331329180585932,0.28888888888888886,0.4666666666666667,0.5,0.575,0.375
622,C01,43,1,0,0.07490374570912435,0.12990894548943058,0.4666666666666667,0.5333333333333333,0.575,0.375,0.225
623,C10,29,1,0,0.15723920571441277,0.15378192040113073,0.4888888888888889,0.4444444444444444,0.45,0.5,0.275
624,C01,52,0,0,0.006089112619757798,0.1791191069472786,0.4222222222222222,0.4888888888888889,0.6,0.6,0.4
625,C11,27,0,0,0.15607118958669763,0.23646917654709756,0.5333333333333333,0.4,0.575,0.375,0.175
626,C01,32,1,0,0.012474390764596352,0.10958709807578405,0.4222222222222222,0.4222222222222222,0.525,0.525,0.25
627,C10,43,1,0,0.12425468276669764,0.10238073217523377,0.6,0.4666666666666667,0.525,0.5,0.25
628,C00,28,1,0,0.15525892670654132,0.46152523201829015,0.6444444444444445,0.4222222222222222,0.525,0.35,0.225
629,C00,55,0,0,0.16033947996400985,0.35880915619799897,0.5555555555555556,0.5111111111111111,0.6,0.5,0.35
630,C01,6,0,0,0.19327685957808388,0.03661721165211287,0.5111111111111111,0.4444444444444444,0.575,0.525,0.25
631,C10,23,0,0,0.130065289469115,0.04820912198575066,0.5777777777777777,0.5555555555555556,0.55,0.5,0.2
632,C01,28,0,0,0.45724918420806054,0.10958709807578548,0.5777777777777777,0.4222222222222222,0.575,0.55,0.325
633,C11,36,1,0,0.204542389917161,0.35070064695601144,0.6444444444444445,0.6222222222222222,0.55,0.55,0.25
634,C00,74,0,0,0.08382375517920101,0.35860413406125474,0.35555555555555557,0.4666666666666667,0.425,0.375,0.15
635,C01,51,0,0,0.08423203125077357,0.13902647467593282,0.4888888888888889,0.5111111111111111,0.55,0.5,0.325
636,C11,57,1,0,0.05322772492838921,0.461141116682926,0.5333333333333333,0.6888888888888889,0.575,0.675,0.4
637,C10,2,1,0,0.13241566067095842,0.002536359701065891,0.6,0.5111111111111111,0.475,0.475,0.225
638,C10,66,0,0,0.4534290476393667,0.005699386516943052,0.5555555555555556,0.5111111111111111,0.625,0.525,0.275
639,C11,33,0,0,0.026929392382863508,0.46114111668292407,0.4444444444444444,0.3111111111111111,0.475,0.325,0.2
640,C00,10,1,0,0.42624198465397817,0.1964725604339083,0.4444444444444444,0.4666666666666667,0.325,0.45,0.15
641,C10,34,0,0,0.05391543471333358,0.1891239649955985,0.5555555555555556,0.4666666666666667,0.5,0.6,0.325
642,C11,69,1,0,0.09939783279494742,0.3089104720694724,0.5111111111111111,0.4666666666666667,0.475,0.375,0.125
643,C00,40,1,0,0.04814933907789581,0.1964725604339083,0.4,0.5333333333333333,0.5,0.6,0.35
644,C11,57,0,0,0.11515011370873346,0.23646917654709723,0.5333333333333333,0.6,0.575,0.5,0.3
645,C01,4,0,0,0.10788711329554158,0.13672613703456413,0.4888888888888889,0.5111111111111111,0.55,0.525,0.3
646,C10,70,1,0,0.2706457092312455,0.07419476303848356,0.4888888888888889,0.4888888888888889,0.475,0.525,0.35
647,C00,13,0,0,0.012901694178773859,0.5389656908464684,0.4444444444444444,0.4,0.475,0.4,0.225
648,C00,33,1,0,0.03939335759997602,0.062092882714539874,0.5333333333333333,0.5555555555555556,0.5,0.475,0.225
649,C11,6,0,0,0.10208778515066164,0.019848919331103845,0.6,0.5333333333333333,0.625,0.475,0.225
650,C11,6,0,0,0.10208778515066164,0.019848919331103845,0.6,0.5333333333333333,0.625,0.475,0.225
651,C10,49,1,0,0.17738341673976843,0.15378192040113073,0.6,0.4444444444444444,0.55,0.5,0.275
652,C00,60,1,0,0.16961270776481172,0.1964725604339083,0.6222222222222222,0.5333333333333333,0.55,0.6,0.425
653,C01,52,1,0,0.45724918420805877,0.10958709807578408,0.5777777777777777,0.4222222222222222,0.625,0.525,0.35
654,C11,59,0,0,0.19917085338224175,0.03343013254497954,0.4666666666666667,0.5333333333333333,0.45,0.525,0.275
655,C10,50,0,0,0.27064570923124526,0.07419476303848523,0.4888888888888889,0.4888888888888889,0.4,0.475,0.225
656,C11,1,0,0,0.10644262840306927,0.30891047206947087,0.5555555555555556,0.5333333333333333,0.55,0.625,0.275
657,C11,41,0,0,0.10644262840306931,0.3089104720694709,0.5555555555555556,0.5333333333333333,0.55,0.625,0.275
658,C11,78,0,0,0.20812916839122184,0.08460680723082167,0.5555555555555556,0.6444444444444445,0.575,0.475,0.25
659,C11,75,0,0,0.14015028926518938,0.310537167606356,0.5777777777777777,0.35555555555555557,0.525,0.45,0.325
660,C11,4,0,0,0.20454238991716114,0.3507006469560149,0.6444444444444445,0.6222222222222222,0.65,0.6,0.3
661,C10,0,1,0,0.20100118684567203,0.0741947630384835,0.5555555555555556,0.5111111111111111,0.5,0.525,0.25
662,C10,46,0,0,0.19558591720715876,0.0056993865169432225,0.4888888888888889,0.5111111111111111,0.5,0.525,0.25
663,C00,10,1,0,0.42624198465397817,0.1964725604339083,0.4444444444444444,0.4666666666666667,0.325,0.45,0.15
664,C11,52,1,0,0.06261430018127312,0.08460680723082169,0.5333333333333333,0.35555555555555557,0.575,0.525,0.4
665,C10,71,1,0,0.23523453386965187,0.23214562740650171,0.4666666666666667,0.4888888888888889,0.425,0.425,0.225
666,C10,15,1,0,0.2783654315986851,0.07663862966662975,0.5777777777777777,0.6,0.625,0.45,0.325
667,C10,67,0,0,0.6819974646521537,0.1023807321752355,0.7333333333333333,0.5333333333333333,0.725,0.5,0.375
668,C10,45,0,0,0.16608431011107883,0.07663862966662895,0.5111111111111111,0.6,0.5,0.425,0.2
669,C10,74,1,0,0.1955859172071604,0.005699386516945316,0.4888888888888889,0.5111111111111111,0.575,0.5,0.325
670,C11,42,1,0,0.20812916839122225,0.08460680723082166,0.5555555555555556,0.6444444444444445,0.65,0.55,0.425
671,C11,28,0,0,0.0626143001812715,0.08460680723082137,0.5333333333333333,0.35555555555555557,0.6,0.45,0.25
672,C10,46,1,0,0.05391543471333541,0.18912396499559833,0.5555555555555556,0.4666666666666667,0.475,0.6,0.275
673,C01,44,0,0,0.1078871132955414,0.136726137034564,0.4888888888888889,0.5111111111111111,0.55,0.525,0.3
674,C11,49,0,0,0.023114185874136935,0.03343013254497944,0.5555555555555556,0.4666666666666667,0.475,0.45,0.175
675,C10,29,0,0,0.3147165006170626,0.23214562740650208,0.6666666666666666,0.4888888888888889,0.625,0.5,0.35
676,C00,9,0,0,0.1986617237521942,0.2100791543085539,0.4222222222222222,0.5111111111111111,0.625,0.475,0.325
677,C10,32,0,0,0.10347976853603476,0.1160153919127905,0.5333333333333333,0.5111111111111111,0.5,0.5,0.175
678,C01,45,0,0,0.1398909579155514,0.057750631855371194,0.5777777777777777,0.4888888888888889,0.575,0.55,0.25
679,C00,46,1,0,0.08382375517920045,0.35860413406125413,0.35555555555555557,0.4666666666666667,0.425,0.375,0.175
680,C00,12,0,0,0.1552589267065434,0.4615252320182891,0.6444444444444445,0.4222222222222222,0.625,0.4,0.25
681,C01,21,0,0,0.31057133404961657,0.1390264746759329,0.6666666666666666,0.4888888888888889,0.525,0.475,0.2
682,C01,31,0,0,0.3321045420337879,0.13902647467593296,0.5555555555555556,0.5111111111111111,0.575,0.5,0.3
683,C11,39,0,0,0.14460646225992224,0.0334301325449793,0.5111111111111111,0.5333333333333333,0.6,0.525,0.225
684,C00,40,0,0,0.04814933907789547,0.19647256043390882,0.4,0.5333333333333333,0.625,0.55,0.4
685,C11,8,0,0,0.10586692050015209,0.08460680723082127,0.5333333333333333,0.35555555555555557,0.6,0.45,0.225
686,C00,71,1,0,0.1986617237521956,0.21007915430855528,0.4222222222222222,0.5111111111111111,0.625,0.475,0.325
687,C00,4,1,0,0.04755127224265655,0.32060863899395364,0.5111111111111111,0.5333333333333333,0.525,0.425,0.125
688,C00,76,0,0,0.04755127224265252,0.3206086389939536,0.5111111111111111,0.5333333333333333,0.45,0.5,0.175
689,C10,77,1,0,0.15620025062895415,0.04820912198575075,0.5111111111111111,0.5555555555555556,0.625,0.5,0.275
690,C01,34,1,0,0.19327685957808707,0.036617211652113284,0.5111111111111111,0.4444444444444444,0.6,0.525,0.375
691,C11,0,1,0,0.250033586071507,0.27477320490368135,0.6,0.5111111111111111,0.55,0.575,0.3
692,C01,38,0,0,0.2872903511679333,0.10958709807578544,0.6,0.5777777777777777,0.525,0.475,0.225
693,C01,63,0,0,0.29156076525501107,0.3331329180585939,0.6888888888888889,0.5333333333333333,0.55,0.425,0.25
694,C00,39,1,0,0.04402960928700514,0.20150402156943817,0.4888888888888889,0.4444444444444444,0.5,0.575,0.35
695,C11,41,1,0,0.1446064622599236,0.03343013254498057,0.5111111111111111,0.5333333333333333,0.475,0.55,0.275
696,C10,71,1,0,0.23523453386965187,0.23214562740650171,0.4666666666666667,0.4888888888888889,0.425,0.425,0.225
697,C11,68,1,0,0.11169640163710359,0.43957310373646535,0.4666666666666667,0.4666666666666667,0.45,0.425,0.175
698,C00,13,1,0,0.0015384643089586638,0.062092882714539874,0.5777777777777777,0.5555555555555556,0.55,0.475,0.3
699,C11,0,1,0,0.250033586071507,0.27477320490368135,0.6,0.5111111111111111,0.55,0.575,0.3
700,C01,3,1,0,0.07490374570912278,0.12990894548943077,0.4666666666666667,0.5333333333333333,0.575,0.375,0.225
701,C11,53,0,0,0.217303599816045,0.4611411166829241,0.5111111111111111,0.3111111111111111,0.425,0.325,0.125
702,C01,11,1,0,0.324294026749924,0.17995279904097805,0.5111111111111111,0.4444444444444444,0.6,0.575,0.4
703,C01,2,1,0,0.2872903511679326,0.10958709807578401,0.6,0.5777777777777777,0.575,0.45,0.25
704,C10,37,1,0,0.15620025062895251,0.04820912198575072,0.5111111111111111,0.5555555555555556,0.625,0.5,0.275
705,C01,17,0,0,0.03036467034402657,0.12990894548943274,0.5333333333333333,0.5333333333333333,0.525,0.45,0.2
706,C00,25,1,0,0.16033947996400932,0.358809156197999,0.5555555555555556,0.5111111111111111,0.575,0.45,0.35
707,C00,21,0,0,0.12775402433847763,0.2015040215694411,0.4666666666666667,0.4444444444444444,0.5,0.525,0.275
708,C00,48,1,0,0.3014307269666918,0.4615252320182903,0.37777777777777777,0.4222222222222222,0.425,0.35,0.075
709,C11,13,1,0,0.15607118958669644,0.23646917654709615,0.5333333333333333,0.4,0.575,0.5,0.375
710,C01,61,0,0,0.3105713340496154,0.13902647467593277,0.6666666666666666,0.4888888888888889,0.525,0.475,0.2
711,C11,63,0,0,0.05322772492838821,0.46114111668292435,0.5333333333333333,0.6888888888888889,0.375,0.575,0.2
