split,branch_label,seed,time,origin_time,source_pair,endpoint,weight,q28_fit_error,residual_fraction,residual_component_entropy,residual_largest_axis_share,residual_effective_dimension,residual_z_scaled,residual_z_ara,residual_dominant_axis,q28_source_flip,child_weight_entropy,strongest_child_weight_share,positive_child_count,origin_exact_error,origin_seed_error,origin_time_error,origin_exact_pair,origin_exact_flip,origin_exact_is_local,origin_exact_is_strongest_child,origin_exact_shares_endpoint,origin_exact_is_active,optimal_exact_error,optimal_exact_lag,optimal_exact_pair,optimal_exact_flip,path_partner_persistence,path_flip_persistence,path_adjacency_share,path_self_return
opened_later_half,c2,11,352,354,3-4,3,0.003202653565231195,0.10712967246957009,0.1071296724695698,0.22123093288837647,0.947264152238651,1.1127184837305393,0.104266627933954,1.104266627933954,z,Fz,0.0,1.0,1,0.9354965759218564,0.9490392492033423,0.9557865240029776,0-5,Fx,0.0,0.0,0.0,0.0,0.9278319345459864,1,0-5,Fy,1.0,0.8571428571428571,1.0,0.0
opened_later_half,c2,11,376,378,8-11,11,8.252440514757852e-07,0.009223161643386055,0.009223161643399057,0.0021431487573661872,0.9997657750738299,1.0004685870313308,0.009222081432964812,1.0092220814329649,z,Fz,0.0,1.0,1,0.9250335576147061,0.9544806421456037,0.9516055393074034,8-10,Fx,0.0,0.0,0.0,0.0,0.9250335576147061,0,8-10,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c2,11,388,390,0-7,7,0.0022399671636572638,0.05776093937705085,0.05776093937705058,0.14766606509607422,0.9683845397590084,1.0657931306714825,-0.056840536872847854,0.9431594631271522,z,Fz,0.0,1.0,1,0.7097035074745731,0.8849384351575155,0.8413247163260593,1-10,Fz,0.0,0.0,0.0,0.0,0.7097035074745731,0,1-10,Fz,0.42857142857142855,1.0,0.8333333333333334,0.0
opened_later_half,c2,11,408,410,8-11,11,3.5004618554384734e-05,0.03791419581290629,0.03791419581290658,0.0008336464331349198,0.9999174555034904,1.0001651060281287,-0.037912630976511784,0.9620873690234882,z,Fz,0.0,1.0,1,0.9449722957411523,0.9395121872577888,0.9395274645428864,1-9,I,0.0,0.0,0.0,0.0,0.9281650541725277,3,1-3,I,0.5714285714285714,0.8571428571428571,1.0,0.0
opened_later_half,c2,11,422,424,1-5,5,2.6942892581652972e-05,0.03307699477691507,0.03307699477691509,0.0008031851000199904,0.9999207637950073,1.0001584881069208,-0.033075684303186,0.966924315696814,z,Fz,0.0,1.0,1,0.9207793644961203,0.8887128582247654,0.9500501955464407,2-4,Fz,0.0,0.0,0.0,0.0,0.919906375971368,1,2-4,Fz,0.5714285714285714,0.8571428571428571,1.0,0.0
opened_later_half,c2,11,442,444,1-5,1,1.8841017755525692e-05,0.06899442611541232,0.06899442611541229,0.03740745002011539,0.9939552603387075,1.0121812685658544,0.06878558336504738,1.0687855833650475,z,I,0.0,1.0,1,0.9131890484502929,0.9144904631027295,0.9338017546639804,5-6,Fx,0.0,0.0,0.0,0.0,0.32828836337487466,6,2-8,Fx,0.42857142857142855,1.0,0.8333333333333334,0.0
opened_later_half,c2,11,480,482,3-4,3,0.00024512804177163894,0.03311540137267854,0.03311540137268265,0.03201077589636958,0.9949627878503993,1.0101381138410273,0.033031891424516215,1.0330318914245162,z,I,0.0,1.0,1,0.9505682335677444,0.9503910893582965,0.9317757350063528,4-9,Fx,0.0,0.0,0.0,0.0,0.925848257665012,5,5-9,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c2,11,484,486,0-7,7,3.702998600998986e-05,0.016036335485314347,0.016036335485307966,0.0053863585824355876,0.999344127532028,1.0013128209219972,-0.016031075727267897,0.9839689242727321,z,Fz,0.0,1.0,1,0.9173887070260424,0.9330745803183392,0.9218087408789853,5-9,Fz,0.0,0.0,0.0,0.0,0.9154518183552487,1,5-9,Fz,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c2,12,280,282,4-7,4,0.0040599467899937736,0.10392934830021897,0.10392934830021859,0.2553420577299861,0.9364953139070354,1.1376047948050314,0.10057522395127001,1.10057522395127,z,Fz,0.0,1.0,1,0.9629145889839372,0.9655243074312342,0.9531237647518946,3-6,Fx,0.0,0.0,0.0,0.0,0.25819169420550325,5,2-5,Fx,0.2857142857142857,0.8571428571428571,0.3333333333333333,0.0
opened_later_half,c2,12,286,288,2-6,6,0.0005119440751052973,0.21195409676787164,0.21195409676787183,0.0011922020499121769,0.999877607376611,1.0002448227003307,-0.211941125561994,0.788058874438006,z,Fz,0.0,1.0,1,0.9349553006431305,0.9160441943243723,0.9487058402118997,4-8,Fz,0.0,0.0,0.0,0.0,0.9066939641900067,6,5-7,I,0.5714285714285714,0.5714285714285714,1.0,0.0
opened_later_half,c2,12,306,308,2-6,2,6.530433441409838e-05,0.01155630907120344,0.011556309071216771,0.015074002497204765,0.9978914127264654,1.0042283086527815,0.011544118898696784,1.0115441188986969,z,I,0.0,1.0,1,0.9052799425706614,0.9640955184051093,0.9150587479979329,4-9,Fx,0.0,0.0,0.0,0.0,0.8946277388688905,1,4-9,Fx,0.7142857142857143,1.0,1.0,0.0
opened_later_half,c2,12,332,334,0-9,0,0.0031065054180499097,0.13869623026640573,0.1386962302664063,0.05338595057543138,0.990803484101337,1.018606028786837,-0.13805699614674025,0.8619430038532597,z,I,0.0,1.0,1,0.9439897473516765,0.8855915803406407,0.9202055604940715,0-10,I,0.0,0.0,1.0,0.0,0.9274593304435335,2,6-10,Fz,0.42857142857142855,0.7142857142857143,1.0,0.0
opened_later_half,c2,12,342,344,3-6,6,0.00026080028284747314,0.1721707706455913,0.17217077064559158,0.18517375032970548,0.9579808924949871,1.088601027432071,0.16851472145222737,1.1685147214522273,z,I,0.0,1.0,1,0.9673528700233474,0.9480140391349942,0.9398075441231488,7-9,Fy,0.0,0.0,0.0,0.0,0.9635850998640906,6,0-10,Fx,0.42857142857142855,0.8571428571428571,1.0,0.0
opened_later_half,c2,12,364,366,0-9,0,7.084688339431544e-05,0.13328916200541563,0.13328916200541568,0.005509558021752653,0.9993272285260804,1.0013466751105522,-0.1332443178886961,0.8667556821113039,z,Fz,0.0,1.0,1,0.9488387847699669,0.9368883101612373,0.9219972220508843,7-11,Fz,0.0,0.0,0.0,0.0,0.9212497220248644,3,1-7,I,0.5714285714285714,0.5714285714285714,1.0,0.0
opened_later_half,c2,12,370,372,2-6,2,6.738400071348762e-05,0.19736241040618513,0.19736241040618505,0.0004704835897645063,0.9999559064262875,1.0000881920082045,-0.1973580591512233,0.8026419408487767,z,Fz,0.0,1.0,1,0.9528471278044647,0.9362786762802219,0.9493365358731015,1-8,Fz,0.0,0.0,0.0,0.0,0.8982973564246511,4,2-8,I,0.8571428571428571,0.8571428571428571,1.0,0.0
opened_later_half,c2,12,374,376,3-6,6,0.00010614483447448243,0.0031121521786157246,0.0031121521786055765,0.007100045666505423,0.9991045452280142,1.001792915578274,0.003110758470775379,1.0031107584707755,z,I,0.0,1.0,1,0.9012885402484929,0.8958854157550485,0.9461367528658049,2-8,Fx,0.0,0.0,0.0,0.0,0.9012885402484929,0,2-8,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c2,12,414,416,2-6,6,0.0025166569039415387,0.17274216144533466,0.17274216144533502,0.2987301798549592,0.9219159270860501,1.1723638145695945,0.1658608964726678,1.1658608964726678,z,I,0.0,1.0,1,0.9182892864536045,0.9298281261495274,0.9243683284847635,2-9,Fx,0.0,0.0,0.0,0.0,0.9182892864536045,0,2-9,Fx,0.5714285714285714,0.5714285714285714,0.8333333333333334,0.0
opened_later_half,c2,12,438,440,3-6,6,3.752022289623888e-05,0.07838132933483874,0.07838132933483924,0.004700662579255398,0.9994371680358954,1.0011264562343714,-0.07835926847149324,0.9216407315285068,z,Fz,0.0,1.0,1,0.9343537752486447,0.9106031843839898,0.9577079130690759,10-11,I,0.0,0.0,0.0,0.0,0.9050349048094718,5,9-10,I,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c2,12,440,442,4-7,4,5.0635905941243294e-05,0.02307301089844999,0.023073010898449764,0.012713804811976842,0.9982646480901282,1.003478242889437,0.023052982308749394,1.0230529823087493,z,Fz,0.0,1.0,1,0.9405934818584277,0.965484265364337,0.9671219196157812,2-10,Fx,0.0,0.0,0.0,0.0,0.9150255027806037,3,9-10,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c2,12,446,448,2-6,6,0.00035804482846593655,0.07568655849038804,0.07568655849038955,0.0880611129294269,0.983243883745981,1.034223576515056,0.07504977332345791,1.0750497733234579,z,Fz,0.0,1.0,1,0.9560037694375165,0.9340047487821065,0.9753591248968938,2-9,Fx,0.0,0.0,0.0,0.0,0.9271569247682935,6,8-9,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c2,13,298,300,0-3,3,3.4854380677462604e-05,0.06658438867568951,0.0665843886756901,0.042281205317984766,0.9930194246680348,1.0140836526003734,0.06635158301428261,1.0663515830142827,z,I,0.0,1.0,1,0.9308284965005033,0.9302401156286088,0.9227381419144821,10-11,Fx,0.0,0.0,0.0,0.0,0.905544195282525,3,10-11,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c2,13,336,338,5-11,5,0.002200576412608443,0.12279515714161737,0.12279515714161784,0.01614311745633907,0.9977190123161722,1.004575006371826,-0.12265503006843018,0.8773449699315699,z,Fz,0.0,1.0,1,0.9288280371808884,0.9495738297455467,0.9294621123365059,2-3,Fz,0.0,0.0,0.0,0.0,0.8543871387859815,5,2-10,I,0.5714285714285714,0.7142857142857143,0.6666666666666666,0.0
opened_later_half,c2,13,362,364,0-3,3,0.0012742301135181267,0.03684308053952821,0.03684308053952824,0.19877531954436164,0.9540194325251881,1.0974416414979933,0.03598608040268969,1.0359860804026897,z,Fz,0.0,1.0,1,0.9738733310331429,0.9632407075991533,0.9539397151566233,3-6,Fx,0.0,0.0,1.0,0.0,0.9362155300459175,6,2-7,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c2,13,420,422,1-9,1,0.0002191299357241494,0.08273658499103483,0.08273658499103434,0.07301514267588266,0.9866340772925665,1.02718324760834,0.08218179954997024,1.0821817995499703,z,I,0.0,1.0,1,0.9453789223376247,0.9528508815826912,0.9331563645335513,5-6,Fx,0.0,0.0,0.0,0.0,0.9271719815008752,2,5-6,Fx,0.7142857142857143,1.0,1.0,0.0
opened_later_half,c2,13,426,428,0-3,3,0.00014157221596508562,0.14541084412222294,0.14541084412222297,0.0008533391308086396,0.9999153097101341,1.0001693985120597,-0.14540468654857935,0.8545953134514206,z,I,0.0,1.0,1,0.9375680187880536,0.93391638654155,0.9387615347283381,6-8,Fz,0.0,0.0,0.0,0.0,0.9034342154739747,5,3-6,I,0.8571428571428571,0.8571428571428571,1.0,0.0
opened_later_half,c2,13,458,460,0-3,3,1.3657991192782618e-06,0.018589680092975083,0.018589680092975108,0.0004983009501587734,0.9999530477836539,1.000093909944176,-0.018589243674511577,0.9814107563254885,z,Fz,0.0,1.0,1,0.9344484505049026,0.8990768306278084,0.9399879970292587,2-7,I,0.0,0.0,0.0,0.0,0.9244052950371894,4,1-8,Fz,0.5714285714285714,0.7142857142857143,1.0,0.0
opened_later_half,c2,14,290,292,4-11,4,2.322122704742982e-06,0.03385405824965101,0.03385405824964945,0.02041165011833414,0.9970119785988171,1.0059984168571647,0.033803442085533666,1.0338034420855338,z,I,0.0,1.0,1,0.6140070969788397,0.9184385833084077,0.9736491424831558,3-10,Fx,0.0,0.0,0.0,0.0,0.6140070969788397,0,3-10,Fx,0.42857142857142855,1.0,0.8333333333333334,0.0
opened_later_half,c2,14,300,302,3-10,10,0.00018871641159753927,0.01687927251057228,0.016879272510565164,0.006299480801686925,0.9992176440234536,1.0015662431131012,-0.016872668418760554,0.9831273315812394,z,Fz,0.0,1.0,1,0.944478824590116,0.9329087759111551,0.928788601275054,4-7,I,0.0,0.0,0.0,0.0,0.8922670519257716,3,4-7,I,0.8571428571428571,0.8571428571428571,1.0,0.0
opened_later_half,c2,14,316,318,2-10,2,4.0697271582906466e-05,0.022646147138090104,0.022646147138090707,0.021885706396305236,0.9967613867167884,1.0065035160701667,0.02260944634260445,1.0226094463426045,z,I,0.0,1.0,1,0.9412552442732933,0.9497683280092366,0.9620360037793804,5-11,Fx,0.0,0.0,0.0,0.0,0.9234337022861907,5,6-11,Fx,0.42857142857142855,1.0,0.6666666666666666,0.0
opened_later_half,c2,14,332,334,3-10,10,0.00030225997244215375,0.03216324889443259,0.03216324889443419,0.018343810726600292,0.9973580839925756,1.005301318206849,-0.03212073449494286,0.9678792655050571,z,Fz,0.0,1.0,1,0.9222941922457039,0.8554626478891328,0.9205394983295463,5-7,I,0.0,0.0,0.0,0.0,0.9222941922457039,0,5-7,I,0.5714285714285714,0.8571428571428571,1.0,0.0
opened_later_half,c2,14,354,356,4-11,4,2.5340569485875555e-06,0.010640251443884394,0.010640251443880299,0.00042988600759504903,0.9999600473442749,1.0000799093021144,-0.010640038888605858,0.9893599611113941,z,Fz,0.0,1.0,1,0.895652633894853,0.9442075008632685,0.9279642610274459,2-8,I,0.0,0.0,0.0,0.0,0.6583467771079123,4,1-11,Fz,0.42857142857142855,0.8571428571428571,0.6666666666666666,0.0
opened_later_half,c2,14,444,446,2-10,2,3.6346969433248555e-06,0.05668885382747889,0.056688853827479464,0.02831179304238417,0.9956345707210585,1.0087786674603816,0.056564982901032415,1.0565649829010324,z,Fz,0.0,1.0,1,0.9669662471814707,0.9399277648244484,0.9391008698280716,1-8,Fx,0.0,0.0,0.0,0.0,0.9404876567893177,5,1-7,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c2,14,464,466,6-8,6,0.0009016762446067972,0.10773120527234369,0.10773120527234349,0.24251003689600897,0.940617894696463,1.12799959494521,0.10448360219523442,1.1044836021952344,z,Fz,0.0,1.0,1,0.9716273658990443,0.9472425554939083,0.9250897460526751,9-10,I,0.0,0.0,0.0,1.0,0.9335490480502506,4,0-7,Fx,0.7142857142857143,0.8571428571428571,0.8333333333333334,0.0
opened_later_half,c2,15,266,268,4-5,5,1.0128307525148665e-05,0.014353416064948851,0.014353416064942084,0.004910657526367969,0.9994088621827234,1.00118314965752,0.014349173014270912,1.0143491730142709,z,Fz,0.0,1.0,1,0.9447075162661617,0.9176618175565083,0.9552958928125079,3-8,Fx,0.0,0.0,0.0,0.0,0.9359782749732046,6,0-7,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c2,15,322,324,1-5,5,1.0334531620893438e-06,0.02696353884876179,0.02696353884876194,0.008293595130477855,0.9989324627495948,1.0021379260237915,0.02694914271457172,1.0269491427145718,z,Fz,0.0,1.0,1,0.8881390663076502,0.9340080065143226,0.9406665216872114,0-3,Fx,0.0,0.0,0.0,0.0,0.8505162399296393,1,0-3,Fx,0.7142857142857143,1.0,0.8333333333333334,0.0
opened_later_half,c2,15,322,324,5-7,5,1.5616144636239923e-07,0.0002429478379931896,0.00024294783808765364,nan,nan,nan,-0.0002429442044847883,0.9997570557955152,z,I,0.0,1.0,1,0.8861256847128473,0.9323373752506495,0.9390633033055529,0-3,I,0.0,0.0,0.0,0.0,0.8483268669286357,1,0-3,I,0.7142857142857143,0.8571428571428571,0.8333333333333334,0.0
opened_later_half,c2,15,344,346,5-7,7,0.0008384782104703947,0.030545209363689627,0.030545209363692555,0.015274832125803568,0.9978591805906387,1.0042931162164315,-0.03051249595740376,0.9694875040425962,z,Fz,0.0,1.0,1,0.9186177683727142,0.8991656985396874,0.9276850572555371,6-8,I,0.0,0.0,0.0,0.0,0.8775959715669215,6,6-8,I,1.0,1.0,1.0,0.0
opened_later_half,c2,15,352,354,0-7,7,3.136622483959628e-05,0.1833265825504978,0.18332658255049808,0.003107527893601438,0.9996458035284526,1.0007087066698215,-0.18329411286074096,0.8167058871392591,z,I,0.0,1.0,1,0.9292114611886779,0.9371387944082001,0.9587771885828503,6-8,Fz,0.0,0.0,0.0,0.0,0.5312251926508283,3,1-10,Fz,0.42857142857142855,1.0,0.6666666666666666,0.0
opened_later_half,c2,15,354,356,1-5,5,0.000952004665682793,0.1647728865128896,0.1647728865128897,0.03136288166453918,0.9950815978856536,1.009897519025091,-0.16436717738110904,0.8356328226188909,z,Fz,0.0,1.0,1,0.9063123376869583,0.9358424463374164,0.9275183533060509,5-8,Fz,0.0,0.0,1.0,0.0,0.4870233211148247,1,1-10,Fz,0.7142857142857143,1.0,0.6666666666666666,0.0
opened_later_half,c2,15,374,376,1-5,1,1.010271843474589e-06,0.0010466637811071028,0.00104666378111378,0.00039320044904729394,0.9999637554874301,1.0000724923093967,-0.0010466448130326208,0.9989533551869674,z,Fz,0.0,1.0,1,0.9276222111916841,0.9690313163056078,0.9467756464344405,4-9,I,0.0,0.0,0.0,0.0,0.9261278738620726,1,3-9,I,0.7142857142857143,0.8571428571428571,1.0,0.0
opened_later_half,c2,15,444,446,3-4,3,0.0006655865987169607,0.15955893822768957,0.15955893822768974,0.1746374684666606,0.9609812277895713,1.0819628486873474,0.1564150686783365,1.1564150686783365,z,Fz,0.0,1.0,1,0.9571318492210656,0.9359417713631215,0.9499112271758353,1-4,Fx,0.0,0.0,0.0,0.0,0.9478660230265366,2,0-5,Fx,0.2857142857142857,1.0,0.6666666666666666,0.0
opened_later_half,c2,15,448,450,0-7,7,0.00015245954723624305,0.0017558474371514132,0.0017558474371189314,0.010330720424288835,0.9986302128223872,1.0027442702886833,-0.0017546444563682547,0.9982453555436317,z,Fz,0.0,1.0,1,0.9603368054351306,0.9319365692161587,0.9238373289190865,6-11,I,0.0,0.0,0.0,0.0,0.901266738249414,5,6-11,I,0.7142857142857143,1.0,0.6666666666666666,0.0
opened_later_half,c2,15,468,470,8-11,11,3.6627583056230914e-05,0.03268919883735863,0.032689198837358026,0.0007286964683339978,0.9999287956958882,1.000142421284078,-0.0326880350108127,0.9673119649891873,z,I,0.0,1.0,1,0.9080558461316701,0.9522512398354168,0.9201097392592466,0-5,I,0.0,0.0,0.0,0.0,0.20558130226187427,6,2-3,Fz,0.42857142857142855,0.8571428571428571,0.8333333333333334,0.0
opened_later_half,c2,15,482,484,1-5,5,0.00018883524300211674,0.10050335705273576,0.10050335705273619,0.09596928890826266,0.9813997590994132,1.0380782985468358,0.09956427644825273,1.0995642764482527,z,I,0.0,1.0,1,0.9453576860501954,0.9479598867353296,0.9309492169447359,3-11,Fx,0.0,0.0,0.0,0.0,0.9379457197942453,2,3-11,Fx,0.7142857142857143,1.0,1.0,0.0
opened_later_half,c2,16,250,252,2-6,6,3.554696640006849e-05,0.15935962261581363,0.15935962261581366,0.1648662182171604,0.963709756943155,1.075968791017526,0.15644130158073666,1.1564413015807367,z,Fz,0.0,1.0,1,0.9642218679981853,0.9222281068218053,0.9658043313523234,3-8,Fx,0.0,0.0,0.0,0.0,0.953643310647109,3,3-11,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c2,16,270,272,2-6,2,0.0006425867152108911,0.1031121169790713,0.1031121169790701,0.215118109441878,0.9491294418480333,1.1084746605079843,0.10045520078939033,1.1004552007893904,z,Fz,0.0,1.0,1,0.9426508252251609,0.9459732092823103,0.9610265394436706,6-7,Fx,0.0,0.0,0.0,1.0,0.8970873707021928,6,0-7,Fx,0.7142857142857143,0.8571428571428571,1.0,0.0
opened_later_half,c2,16,302,304,2-6,2,0.00016011889492750786,0.08225123197787568,0.08225123197787679,0.11852125300842581,0.9759201997736785,1.049637179839174,0.08125490094943429,1.0812549009494343,z,Fz,0.0,1.0,1,0.9223213156746949,0.9607390022496133,0.9661865314890796,1-6,Fx,0.0,0.0,0.0,0.0,0.9223213156746949,0,1-6,Fx,0.7142857142857143,1.0,0.8333333333333334,0.0
opened_later_half,c2,16,306,308,3-6,6,0.0010818691387304291,0.008718610675917102,0.00871861067592281,0.16663134655130685,0.9632207322657718,1.0770401007535204,-0.00855677664371228,0.9914432233562878,z,Fz,0.0,1.0,1,0.8669467739573574,0.8675909829930332,0.9022156369795378,6-7,I,0.0,0.0,1.0,0.0,0.8205235251090449,6,5-8,Fz,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.0
opened_later_half,c2,16,328,330,0-9,0,1.563680618766423e-05,0.002644311993352109,0.0026443119933922707,0.001548324899092559,0.9998366396592993,1.000326787406623,-0.0026440959967165083,0.9973559040032834,z,I,0.0,1.0,1,0.9595405461737917,0.9424661262941263,0.9370273790591254,3-6,Fz,0.0,0.0,0.0,0.0,0.9329581692851585,3,3-6,Fz,0.7142857142857143,0.8571428571428571,1.0,0.0
opened_later_half,c2,16,336,338,0-1,0,1.4148946309733117e-05,0.08706676377658884,0.08706676377658903,0.0003353631725053624,0.9999695305488502,1.0000609412233248,-0.08706543732823209,0.9129345626717679,z,I,0.0,1.0,1,0.9207824187611712,0.9541575178070699,0.9469821729200218,4-6,Fz,0.0,0.0,0.0,0.0,0.9100838485216362,6,4-7,I,0.42857142857142855,0.5714285714285714,1.0,0.0
opened_later_half,c2,16,338,340,3-6,6,0.009453624241509972,0.19595795249547068,0.19595795249547068,0.05657587446939404,0.9901469214206086,1.0199507803076076,-0.19499016812818695,0.8050098318718131,z,Fz,0.0,1.0,1,0.9174983362766468,0.9106567091325026,0.9135512383271069,4-5,Fz,0.0,0.0,0.0,1.0,0.8672141072824436,4,4-7,I,0.7142857142857143,0.7142857142857143,1.0,0.0
opened_later_half,c2,16,346,348,2-6,6,9.949115980725657e-07,0.002414473742983967,0.002414473742995184,0.00033645201668560336,0.9999694226856339,1.0000611569662197,-0.0024144368286516628,0.9975855631713484,z,I,0.0,1.0,1,0.9510002939832315,0.9325756197875138,0.8798929600264177,4-7,I,0.0,0.0,0.0,0.0,0.9510002939832315,0,4-7,I,0.42857142857142855,0.5714285714285714,1.0,0.0
opened_later_half,c2,16,366,368,2-6,2,0.0001507549494451487,0.018549944086845797,0.018549944086846674,0.0035850496351764074,0.9995844919029742,1.0008314479549782,-0.018546089860455778,0.9814539101395442,z,I,0.0,1.0,1,0.9089974723761857,0.9581965388107166,0.9566379930567293,4-11,Fz,0.0,0.0,0.0,0.0,0.9089974723761857,0,4-11,Fz,0.7142857142857143,1.0,1.0,0.0
opened_later_half,c2,16,402,404,3-6,6,0.0001021498402135057,0.1675359617082935,0.1675359617082941,0.007002054841179349,0.9991184931696362,1.0017649576665644,-0.16746210338076176,0.8325378966192383,z,I,0.0,1.0,1,0.966627573059866,0.844494101411573,0.9364364396873684,5-8,I,0.0,0.0,0.0,0.0,0.9357893242152363,6,7-10,Fz,0.2857142857142857,0.8571428571428571,0.8333333333333334,0.0
opened_later_half,c2,16,430,432,2-6,2,0.0017556780134102001,0.1089621026230935,0.10896210262309344,0.17086639443880147,0.9620404510489061,1.0796311153293099,0.10687401910716393,1.106874019107164,z,Fz,0.0,1.0,1,0.9784827012511702,0.9503140539876288,0.8053519009376743,5-7,Fx,0.0,0.0,0.0,0.0,0.9244051227350013,4,5-10,Fx,0.7142857142857143,1.0,0.8333333333333334,0.0
opened_later_half,c2,16,456,458,0-9,0,0.000300625376145891,0.021703851441376393,0.021703851441375824,0.013907384389358486,0.9980772070813769,1.003854842889758,-0.021682975395539896,0.9783170246044601,z,I,0.0,1.0,1,0.9434485728121251,0.9076851613980962,0.946836571466603,1-10,Fz,0.0,0.0,0.0,0.0,0.9319861898576536,3,1-3,I,0.7142857142857143,0.7142857142857143,1.0,0.0
opened_later_half,c2,17,270,272,5-11,11,0.002327171208376555,0.11296748508892257,0.11296748508892249,0.22237896990506828,0.9469116425373588,1.113522697378641,0.10992796508458447,1.1099279650845846,z,I,0.0,1.0,1,0.9544627198992316,0.9489117648770267,0.959092138142374,4-11,Fx,0.0,0.0,1.0,0.0,0.7237679670350142,2,3-7,Fx,0.7142857142857143,1.0,0.6666666666666666,0.0
opened_later_half,c2,17,280,282,1-9,9,5.454335785144704e-07,0.028435196033626535,0.028435196033628256,0.02284981563582181,0.9965958194757722,1.0068374110917988,0.02838675550313625,1.0283867555031363,z,Fz,0.0,1.0,1,0.9246514567728312,0.9519290165048997,0.9685251466748295,0-3,Fx,0.0,0.0,0.0,0.0,0.9163558197114627,1,0-3,Fx,0.5714285714285714,1.0,0.8333333333333334,0.0
opened_later_half,c2,17,320,322,1-9,1,0.00018246010829392478,0.12641841846548832,0.12641841846548788,0.16320634910901544,0.9641680549085428,1.0749659747260847,0.12413284868009646,1.1241328486800966,z,Fz,0.0,1.0,1,0.9581442418904903,0.9357380118306181,0.9558705861454984,4-9,Fx,0.0,0.0,0.0,0.0,0.9458513090266398,2,4-9,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c2,17,396,398,5-11,5,0.0003461753819966572,0.02341642269397603,0.023416422693979106,0.012990211330005429,0.9982214870794673,1.003564944865301,-0.023395590221994885,0.9766044097780051,z,Fz,0.0,1.0,1,0.959550931799717,0.9237564073032338,0.9478964055058142,4-11,I,0.0,0.0,0.0,0.0,0.9335616996432242,6,5-10,Fz,0.42857142857142855,0.5714285714285714,0.8333333333333334,0.0
opened_later_half,c2,17,410,412,7-10,7,6.179904788825887e-05,0.07612616006971681,0.07612616006971595,0.053414189939533376,0.9907977095111,1.0186178465173843,0.0757750830053288,1.0757750830053288,z,Fz,0.0,1.0,1,0.938875057090836,0.9463175650802778,0.9347907369044753,6-9,Fx,0.0,0.0,0.0,0.0,0.9329477337178415,1,6-9,Fx,0.7142857142857143,1.0,1.0,0.0
opened_later_half,c2,17,416,418,4-9,9,0.0012173090912774853,0.1242353112251232,0.12423531122512319,0.28588053939517727,0.92633699484398,1.1616920244963032,0.11957201739357391,1.119572017393574,z,I,0.0,1.0,1,0.9655599215786771,0.950391690199167,0.9384654254326192,3-7,Fz,0.0,0.0,0.0,0.0,0.9406963078449178,5,5-10,Fy,0.5714285714285714,0.42857142857142855,0.8333333333333334,0.0
opened_later_half,c2,17,422,424,0-3,3,0.00010513981075349621,0.07304983225559082,0.0730498322555924,0.10421584587896104,0.979433175160146,1.0422085698017836,0.07229472800834257,1.0722947280083426,z,Fz,0.0,1.0,1,0.9465792312697058,0.9462313573098016,0.9693487739027059,5-10,Fx,0.0,0.0,0.0,0.0,0.9323637467075042,6,4-11,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c2,17,422,424,3-8,3,1.1698621214112359e-05,0.1285225282686681,0.12852252826866872,0.1757818102101335,0.9606582727152937,1.0826750096395605,0.12596901220891382,1.1259690122089139,z,I,0.0,1.0,1,0.9476315729891461,0.9472907477226634,0.9699454376705466,5-10,Fx,0.0,0.0,0.0,0.0,0.9337063365321184,6,4-11,Fx,0.42857142857142855,0.8571428571428571,1.0,0.0
opened_later_half,c2,17,430,432,5-11,11,0.004833914710827614,0.007463111763132456,0.007463111763135722,0.05158166488092057,0.9911710176194652,1.0178542199229232,-0.007430092879640351,0.9925699071203596,z,I,0.0,1.0,1,0.8973434478601925,0.8934224100602516,0.9311014472140655,4-9,I,0.0,0.0,0.0,0.0,0.8973434478601925,0,4-9,I,0.42857142857142855,0.5714285714285714,1.0,0.0
opened_later_half,c2,17,448,450,4-9,9,0.0008409295777256354,0.0737689112490131,0.07376891124901384,0.15558844183635168,0.9662518395785465,1.0704207473708964,0.07251344539858022,1.0725134453985803,z,Fz,0.0,1.0,1,0.975105132891051,0.9354370352472119,0.9576260353210526,2-4,Fx,0.0,0.0,0.0,0.0,0.9282517062084058,6,1-8,Fx,0.7142857142857143,1.0,0.8333333333333334,0.0
