model,domain,snr_db,method,replicate,scored_samples,declared_stream,sign_accuracy,correlation,nrmse,integrated_error,estimated_q_noise_variance,estimated_g_noise_variance
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,18,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,19,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,20,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,21,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,22,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,23,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,24,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,25,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,26,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,27,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,28,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,29,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,30,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,31,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,0,4500,coupling relation,0.5748987854251012,0.028647010175270483,6.032052550918239,1.9505152678331033,7.723468707562002e-05,0.0007006478343803312
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,1,4500,coupling relation,0.4939271255060729,0.06351111689576017,5.928636507797753,1.2098900727677326,6.877043213209804e-05,0.0005271662166780705
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,2,4500,coupling relation,0.4979757085020243,0.018562580064969976,6.752329748254932,0.15799207992898137,5.9181980447107035e-05,0.0006452032657613121
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,3,4500,coupling relation,0.4898785425101215,-0.00706409261363578,6.415350580607044,2.3191551743098597,6.294156064764764e-05,0.0005860679827743077
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,4,4500,coupling relation,0.562753036437247,0.054221249285319933,6.4248027746798755,1.1188756291149398,6.006981306568749e-05,0.0005898289665689927
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,5,4500,coupling relation,0.5465587044534413,0.040481693770103945,6.867707537491043,0.7538509647055397,5.98951099277451e-05,0.0005616184299796685
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,6,4500,coupling relation,0.5789473684210527,0.05133986636585196,5.891238959061579,1.6297006624621906,7.464515145032162e-05,0.000519900456895986
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,7,4500,coupling relation,0.4777327935222672,-0.00487510081598902,6.186751902597716,1.036282919550779,7.663202511494447e-05,0.0005263188969133267
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,8,4500,coupling relation,0.5141700404858299,0.005077445468195419,6.002928831512132,1.5800415836373727,7.635601330860914e-05,0.0005931634269346167
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,9,4500,coupling relation,0.4817813765182186,0.006125100602130876,6.181559901699804,0.5661593468047675,6.381266383255436e-05,0.00054139960021551
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,10,4500,coupling relation,0.6153846153846154,0.06378197493386464,6.538928291051453,1.3527121464678664,5.799386860093643e-05,0.0005159138706364801
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,11,4500,coupling relation,0.4777327935222672,0.034680589288454224,5.802507911747602,0.9209027025656867,7.360208585330075e-05,0.0006220922390367716
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,12,4500,coupling relation,0.5141700404858299,0.0051076412773972514,6.148465068804371,0.34591361679159677,7.05448126818591e-05,0.00072437751238056
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,13,4500,coupling relation,0.5020242914979757,-0.013953209296178116,5.994496227799366,1.6940934283815987,7.11754826066148e-05,0.0005335260510169183
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,14,4500,coupling relation,0.46153846153846156,-0.019460381713665317,6.492795009420853,1.1065667930825946,6.801402473460048e-05,0.0005627585106336977
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,15,4500,coupling relation,0.4979757085020243,-0.007966004260489027,5.470597232733596,0.1833488820711159,9.238891722435063e-05,0.00048174686174036084
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,16,4500,coupling relation,0.5020242914979757,0.01461201431345392,7.192367171179235,1.9914341282943708,4.703637094294059e-05,0.0005955861132897835
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,17,4500,coupling relation,0.5546558704453441,0.004702518219523866,6.234819937304963,0.023044008861181263,7.182353117689882e-05,0.0005389809315880014
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,18,4500,coupling relation,0.5303643724696356,0.043259940228750515,6.610315861290579,1.299768432680804,5.89024602507388e-05,0.0005923683071607798
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,19,4500,coupling relation,0.5748987854251012,0.04810687102035965,6.480661255592589,0.6096713451105538,6.517958662052742e-05,0.0005923289016260185
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,20,4500,coupling relation,0.4777327935222672,0.011089222005854878,6.814146242324171,2.547932833618752,5.255344182721121e-05,0.000567214476513651
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,21,4500,coupling relation,0.48582995951417,-0.024051285148389848,6.143639040472926,1.372739520248687,7.939679163167462e-05,0.0006008087864647958
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,22,4500,coupling relation,0.5546558704453441,0.0009007566125124848,5.967876654126318,0.7482179342728054,7.905014022809514e-05,0.0005105601880812498
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,23,4500,coupling relation,0.5789473684210527,0.02932887764914362,6.255392354396665,1.4051631801342632,6.472294988593484e-05,0.0005797671901615061
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,24,4500,coupling relation,0.5344129554655871,0.006410929690844063,6.594954425483406,0.8425556444895806,6.057484127007928e-05,0.0006354509716265935
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,25,4500,coupling relation,0.5506072874493927,-0.0213884246118888,6.041055377171131,1.5391372152668954,7.445394294430876e-05,0.0006618597886905478
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,26,4500,coupling relation,0.5384615384615384,0.007730419666237189,6.772783940502178,0.7014438123894691,6.0484723957098363e-05,0.000530375127589852
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,27,4500,coupling relation,0.5344129554655871,0.05083439326094937,6.418167275956117,2.6272993898485524,6.228272408488227e-05,0.000530476041619757
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,28,4500,coupling relation,0.5141700404858299,0.0343407562089437,6.079342517574947,0.2794354381220857,7.629104986445613e-05,0.0005524509528953291
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,29,4500,coupling relation,0.5870445344129555,0.057701182768850307,6.4109702134760775,2.5814710491876784,5.812138135916821e-05,0.0007136649251015097
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,30,4500,coupling relation,0.4574898785425101,0.0308716783015738,6.2886416445058995,0.38388733286032967,6.856090373567892e-05,0.0005629309292244778
Resistive capacitor coupling,Electromagnetic circuit energy,24,causal_state_space,31,4500,coupling relation,0.5506072874493927,0.043336621171677615,6.2013162426816635,0.056408615410509545,7.400937999413777e-05,0.0004989955471197821
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,0,4500,coupling relation,1.0,0.7293177948492672,1.8128632894893901,17.193526251242947,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,1,4500,coupling relation,0.9352226720647774,0.5789574906353866,1.5936504722314562,11.459801143385548,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,2,4500,coupling relation,0.8461538461538461,0.5276715494954037,1.8355913084176791,14.90480710489567,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,3,4500,coupling relation,0.8987854251012146,0.6642383879067374,1.7341011792814938,16.381736115041672,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,4,4500,coupling relation,1.0,0.6193821219972028,1.7134679211277914,12.048949486567958,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,5,4500,coupling relation,1.0,0.7435171816731451,1.8216781190273883,21.135819625935355,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,6,4500,coupling relation,0.9352226720647774,0.7046632711193958,1.8073775537608392,16.317746347203194,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,7,4500,coupling relation,1.0,0.6593063860144144,1.7791139882857803,15.751111403377202,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,8,4500,coupling relation,1.0,0.5297133045461518,1.7729396965562625,16.439104406135325,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,9,4500,coupling relation,1.0,0.7080235990599981,1.864634238947148,20.74429636473624,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,10,4500,coupling relation,1.0,0.6042210276076118,1.8681886760755724,12.88659004028239,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,11,4500,coupling relation,1.0,0.7302163857716772,2.0552586752142963,20.130204441064112,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,12,4500,coupling relation,1.0,0.6351464467025985,1.7086330401846126,15.569901735571511,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,13,4500,coupling relation,1.0,0.6127050261524103,1.9028538403497972,15.899421430028255,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,14,4500,coupling relation,1.0,0.7239743313800033,1.7897701312214793,17.94820061740443,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,15,4500,coupling relation,1.0,0.7514986035685695,1.7329920468330717,17.361295642699123,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,16,4500,coupling relation,0.9473684210526315,0.610417669684786,1.8335715978997025,16.85937768901974,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,17,4500,coupling relation,1.0,0.6561614548821473,1.961192093403475,16.74473832850171,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,18,4500,coupling relation,1.0,0.5293750128035728,1.5578079989023084,14.82946432807953,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,19,4500,coupling relation,1.0,0.7157170219406711,2.1656940090811747,22.99183793271614,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,20,4500,coupling relation,0.979757085020243,0.6327685319249685,1.973986149530452,16.53833502625175,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,21,4500,coupling relation,1.0,0.7101516831857816,1.9701426834699585,18.817980238868323,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,22,4500,coupling relation,1.0,0.6798482339130617,1.5763083068827795,14.881043352767476,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,23,4500,coupling relation,0.9311740890688259,0.5730559892841094,1.6476366798868722,14.4824825068694,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,24,4500,coupling relation,1.0,0.6353480919699064,1.8564591643465804,14.526006711358935,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,25,4500,coupling relation,0.9311740890688259,0.509795920332096,1.4763092968208946,12.33605506549267,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,26,4500,coupling relation,1.0,0.5502693519972915,1.7441646348755508,16.20470754843684,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,27,4500,coupling relation,1.0,0.6568959631269875,1.7682255163112275,17.768259785413232,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,28,4500,coupling relation,0.8987854251012146,0.6819017099829326,1.9701415810157026,16.854100925402943,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,29,4500,coupling relation,1.0,0.6332530088186098,1.7143523499449522,13.054727364849802,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,30,4500,coupling relation,1.0,0.5976171856925498,1.6185276542623044,12.889457501472487,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,ara_fixed_lineage,31,4500,coupling relation,1.0,0.6295923466393005,1.7696532154886753,18.05637830723278,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,0,4500,coupling relation,0.9109311740890689,0.4803715837297925,2.4062895246466494,13.414393699178103,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,1,4500,coupling relation,0.8016194331983806,0.3161809564883189,2.0840956473555314,11.638122046425329,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,2,4500,coupling relation,0.5870445344129555,0.23944969849720324,1.9028730603327575,5.099890854114211,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,3,4500,coupling relation,1.0,0.3886297112626066,1.921062719847097,12.297716074043795,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,4,4500,coupling relation,1.0,0.6163558419992752,1.6985065248591429,18.282078894038943,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,5,4500,coupling relation,1.0,0.5040509074844085,2.441212515080269,14.400367121761576,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,6,4500,coupling relation,0.728744939271255,0.44927337717199034,2.04578949083604,5.404088917204191,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,7,4500,coupling relation,1.0,0.6084152553203153,1.9445322347631564,11.424383230007551,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,8,4500,coupling relation,0.9352226720647774,0.48062174244571254,1.9406379707111325,12.341218716015412,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,9,4500,coupling relation,0.8582995951417004,0.5663439067138767,2.2844708373472065,14.05846115376206,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,10,4500,coupling relation,0.951417004048583,0.5104697268271576,2.0220814710693578,15.446836066766867,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,11,4500,coupling relation,0.8866396761133604,0.6208515841907849,2.4010865768544556,13.726896179878098,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,12,4500,coupling relation,0.9595141700404858,0.36095140509653656,1.991896011293426,16.210268201513447,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,13,4500,coupling relation,1.0,0.505180926199191,2.040115235437012,13.516570550865962,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,14,4500,coupling relation,1.0,0.5642310586463766,2.294837606158986,23.229128990896157,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,15,4500,coupling relation,0.9311740890688259,0.31454084962828077,1.858318115783173,11.485616195930493,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,16,4500,coupling relation,0.8178137651821862,0.5261857389374179,2.0551550426575274,17.157375626571145,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,17,4500,coupling relation,0.6761133603238867,0.4516224877260806,2.0428545887326703,7.0755623227572295,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,18,4500,coupling relation,1.0,0.3844483116277338,2.1326593242933765,17.526599124352018,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,19,4500,coupling relation,0.8785425101214575,0.6073430985948873,2.519250137395524,19.59284872561408,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,20,4500,coupling relation,0.979757085020243,0.5370256668128419,2.2821980946338147,18.21122278810858,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,21,4500,coupling relation,1.0,0.5763169626824597,2.342195101242557,12.747099424117472,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,22,4500,coupling relation,1.0,0.5179250517199697,2.077524377036322,19.930735732410295,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,23,4500,coupling relation,1.0,0.42592525398039627,1.835168797004244,16.579597158978217,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,24,4500,coupling relation,1.0,0.3120993771426485,1.980855226223271,8.713447315835023,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,25,4500,coupling relation,0.9838056680161943,0.45261570703238796,1.941449225367627,13.316287197784302,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,26,4500,coupling relation,0.659919028340081,0.3739096668973085,1.798192660953392,6.32614808538876,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,27,4500,coupling relation,1.0,0.5915599419185059,1.9735277553760961,17.88142328960636,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,28,4500,coupling relation,0.8987854251012146,0.5796920407705065,2.319685658413087,18.94811942642375,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,29,4500,coupling relation,0.8299595141700404,0.4248672141862433,2.0734367187158296,6.894189434222397,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,30,4500,coupling relation,1.0,0.5053564014179539,1.9329773001259027,14.191255532941025,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,repeated_reselection,31,4500,coupling relation,0.9311740890688259,0.25847566691787327,1.8371894463445952,5.266642696983227,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,0,4500,coupling relation,1.0,0.6329802832902879,1.06767065615716,8.683167176299577,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,1,4500,coupling relation,1.0,0.5127610574347166,1.0043428599923165,5.218183325681091,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,2,4500,coupling relation,0.8340080971659919,0.5540542058323694,1.0593106433780686,7.658104787291441,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,3,4500,coupling relation,1.0,0.6289012785592002,0.9369969211783318,9.504408485216349,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,4,4500,coupling relation,1.0,0.5939055397221816,0.8451866558706175,6.170307278543927,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,5,4500,coupling relation,1.0,0.5805158040280739,1.2164536335824507,10.079301289784283,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,6,4500,coupling relation,0.8340080971659919,0.630287339563296,1.1429643405841947,7.624809964926643,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,7,4500,coupling relation,1.0,0.6539005737629686,1.003075781540425,8.813009709008886,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,8,4500,coupling relation,0.9473684210526315,0.4412077468011474,1.010117395470856,6.536491594804946,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,9,4500,coupling relation,1.0,0.6980429875158972,1.1629460622104009,11.080351868122277,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,10,4500,coupling relation,1.0,0.5174715235089826,0.9788438659757915,5.891362138421557,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,11,4500,coupling relation,1.0,0.622802753231283,1.0483150930420355,7.808175356804345,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,12,4500,coupling relation,1.0,0.5372606476777895,1.0186466610511524,8.38023375679136,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,13,4500,coupling relation,1.0,0.6617772570901261,1.0358001256500085,9.637607586965963,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,14,4500,coupling relation,1.0,0.5972261560075189,0.9889687883842673,8.17083674345877,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,15,4500,coupling relation,1.0,0.6056623408672935,0.9476279738164176,9.215359898408064,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,16,4500,coupling relation,0.9838056680161943,0.5125862751735958,0.8969782994436476,7.992548707722065,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,17,4500,coupling relation,1.0,0.6221501278180012,1.0856753158719914,6.803065987178636,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,18,4500,coupling relation,1.0,0.3962136503663698,0.9434341559249357,5.948333634886405,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,19,4500,coupling relation,1.0,0.6348777177301715,1.0495132075310374,10.78098592826011,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,20,4500,coupling relation,1.0,0.48794953558396914,1.0102847670264345,7.009150044059235,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,21,4500,coupling relation,0.9959514170040485,0.6547240096113659,1.10733634004818,9.687778943812049,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,22,4500,coupling relation,1.0,0.637727102119162,0.9829716524397378,9.865152966310585,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,23,4500,coupling relation,1.0,0.5855028803822679,0.9720079433111624,9.099383422922388,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,24,4500,coupling relation,1.0,0.6021526023455088,1.0270760708344202,9.257291527358984,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,25,4500,coupling relation,0.9433198380566802,0.5561544335546349,0.9549183677443418,7.290578999775834,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,26,4500,coupling relation,1.0,0.705939391749333,0.8424836089650707,9.126142714936156,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,27,4500,coupling relation,1.0,0.6044908519237385,0.937487236347697,8.287909513736993,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,28,4500,coupling relation,0.8421052631578947,0.5668823626892986,1.113340498304472,7.756370409532919,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,29,4500,coupling relation,1.0,0.4720114258291734,0.8728239025806304,4.701789356069848,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,30,4500,coupling relation,1.0,0.5163542871685299,0.7723170868426005,5.195804918531867,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,compressed_parent,31,4500,coupling relation,1.0,0.6154447118405281,0.9324860825091031,6.736306296834412,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,0,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,1,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,2,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,3,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,4,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,5,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,6,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,7,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,8,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,9,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,10,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,11,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,12,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,13,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,14,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,15,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,16,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,17,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,18,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,19,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,20,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,21,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,22,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,23,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,24,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,25,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,26,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,27,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,28,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,29,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,18,zero_other,30,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
