anchor,rung,gates,lower,candidate,candidate_delta,true_next_prime,true_delta,location_error,candidate_is_prime,exact_next_prime,survivor_candidates_through_prime
4000016515,through_13,2|3|5|7|11|13,4000016513,4000016519,4,4000016533,18,14,False,False,3
4000016935,through_13,2|3|5|7|11|13,4000016929,4000016939,4,4000016939,4,0,True,True,1
4000017362,through_13,2|3|5|7|11|13,4000017361,4000017367,5,4000017401,39,34,False,False,8
4000017773,through_13,2|3|5|7|11|13,4000017773,4000017779,6,4000017803,30,24,False,False,7
4000018040,through_13,2|3|5|7|11|13,4000018039,4000018049,9,4000018063,23,14,False,False,3
4000018686,through_13,2|3|5|7|11|13,4000018681,4000018691,5,4000018717,31,26,False,False,6
4000019530,through_13,2|3|5|7|11|13,4000019521,4000019531,1,4000019531,1,0,True,True,1
4000019833,through_13,2|3|5|7|11|13,4000019833,4000019839,6,4000019839,6,0,True,True,1
4000019947,through_13,2|3|5|7|11|13,4000019941,4000019951,4,4000019951,4,0,True,True,1
4000020317,through_13,2|3|5|7|11|13,4000020317,4000020319,2,4000020341,24,22,False,False,5
4000020367,through_13,2|3|5|7|11|13,4000020361,4000020371,4,4000020377,10,6,False,False,3
4000020737,through_13,2|3|5|7|11|13,4000020737,4000020743,6,4000020749,12,6,False,False,2
4000020933,through_13,2|3|5|7|11|13,4000020931,4000020943,10,4000020943,10,0,True,True,1
4000021068,through_13,2|3|5|7|11|13,4000021063,4000021073,5,4000021079,11,6,False,False,2
4000021898,through_13,2|3|5|7|11|13,4000021897,4000021901,3,4000021913,15,12,False,False,3
4000021958,through_13,2|3|5|7|11|13,4000021957,4000021967,9,4000022009,51,42,False,False,9
4000023061,through_13,2|3|5|7|11|13,4000023061,4000023067,6,4000023077,16,10,False,False,3
4000023647,through_13,2|3|5|7|11|13,4000023647,4000023649,2,4000023719,72,70,False,False,14
4000023960,through_13,2|3|5|7|11|13,4000023959,4000023961,1,4000023991,31,30,False,False,6
4000023970,through_13,2|3|5|7|11|13,4000023967,4000023971,1,4000023991,21,20,False,False,4
4000023982,through_13,2|3|5|7|11|13,4000023977,4000023983,1,4000023991,9,8,False,False,2
4000024028,through_13,2|3|5|7|11|13,4000024027,4000024031,3,4000024031,3,0,True,True,1
4000024052,through_13,2|3|5|7|11|13,4000024051,4000024057,5,4000024069,17,12,False,False,2
4000024416,through_13,2|3|5|7|11|13,4000024411,4000024417,1,4000024439,23,22,False,False,6
4000024874,through_13,2|3|5|7|11|13,4000024871,4000024877,3,4000024883,9,6,False,False,3
4000025017,through_13,2|3|5|7|11|13,4000025017,4000025021,4,4000025033,16,12,False,False,4
4000025287,through_13,2|3|5|7|11|13,4000025287,4000025291,4,4000025299,12,8,False,False,3
4000025758,through_13,2|3|5|7|11|13,4000025753,4000025759,1,4000025789,31,30,False,False,6
4000025763,through_13,2|3|5|7|11|13,4000025761,4000025767,4,4000025789,26,22,False,False,4
4000025972,through_13,2|3|5|7|11|13,4000025971,4000025977,5,4000025983,11,6,False,False,2
4000027409,through_13,2|3|5|7|11|13,4000027403,4000027411,2,4000027429,20,18,False,False,3
4000027481,through_13,2|3|5|7|11|13,4000027481,4000027483,2,4000027511,30,28,False,False,5
4000028040,through_13,2|3|5|7|11|13,4000028033,4000028041,1,4000028083,43,42,False,False,9
4000028090,through_13,2|3|5|7|11|13,4000028089,4000028093,3,4000028099,9,6,False,False,2
4000028382,through_13,2|3|5|7|11|13,4000028381,4000028387,5,4000028407,25,20,False,False,5
4000028573,through_13,2|3|5|7|11|13,4000028573,4000028579,6,4000028581,8,2,False,False,2
4000030013,through_13,2|3|5|7|11|13,4000030009,4000030019,6,4000030019,6,0,True,True,1
4000030819,through_13,2|3|5|7|11|13,4000030819,4000030823,4,4000030823,4,0,True,True,1
4000031377,through_13,2|3|5|7|11|13,4000031377,4000031381,4,4000031383,6,2,False,False,2
4000031501,through_13,2|3|5|7|11|13,4000031501,4000031507,6,4000031543,42,36,False,False,9
4000031511,through_13,2|3|5|7|11|13,4000031509,4000031513,2,4000031543,32,30,False,False,7
4000031793,through_13,2|3|5|7|11|13,4000031779,4000031797,4,4000031803,10,6,False,False,3
4000032127,through_13,2|3|5|7|11|13,4000032121,4000032131,4,4000032137,10,6,False,False,3
4000032724,through_13,2|3|5|7|11|13,4000032721,4000032727,3,4000032761,37,34,False,False,7
4000033092,through_13,2|3|5|7|11|13,4000033091,4000033097,5,4000033097,5,0,True,True,1
4000033182,through_13,2|3|5|7|11|13,4000033181,4000033183,1,4000033187,5,4,False,False,2
4000033486,through_13,2|3|5|7|11|13,4000033483,4000033487,1,4000033493,7,6,False,False,3
4000033752,through_13,2|3|5|7|11|13,4000033747,4000033753,1,4000033787,35,34,False,False,9
4000033871,through_13,2|3|5|7|11|13,4000033871,4000033879,8,4000033901,30,22,False,False,5
4000034084,through_13,2|3|5|7|11|13,4000034083,4000034089,5,4000034099,15,10,False,False,2
4000034227,through_13,2|3|5|7|11|13,4000034221,4000034231,4,4000034239,12,8,False,False,3
4000036010,through_13,2|3|5|7|11|13,4000036009,4000036013,3,4000036013,3,0,True,True,1
4000036099,through_13,2|3|5|7|11|13,4000036099,4000036109,10,4000036129,30,20,False,False,6
4000036453,through_13,2|3|5|7|11|13,4000036451,4000036457,4,4000036457,4,0,True,True,1
4000036513,through_13,2|3|5|7|11|13,4000036511,4000036517,4,4000036519,6,2,False,False,2
4000036560,through_13,2|3|5|7|11|13,4000036559,4000036561,1,4000036561,1,0,True,True,1
4000036641,through_13,2|3|5|7|11|13,4000036639,4000036643,2,4000036669,28,26,False,False,4
4000036958,through_13,2|3|5|7|11|13,4000036951,4000036961,3,4000036969,11,8,False,False,3
4000037148,through_13,2|3|5|7|11|13,4000037147,4000037149,1,4000037189,41,40,False,False,7
4000038047,through_13,2|3|5|7|11|13,4000038047,4000038059,12,4000038059,12,0,True,True,1
4000038076,through_13,2|3|5|7|11|13,4000038073,4000038079,3,4000038109,33,30,False,False,6
4000039025,through_13,2|3|5|7|11|13,4000039019,4000039027,2,4000039079,54,52,False,False,12
4000039274,through_13,2|3|5|7|11|13,4000039273,4000039279,5,4000039297,23,18,False,False,5
4000039303,through_13,2|3|5|7|11|13,4000039301,4000039313,10,4000039313,10,0,True,True,1
4000039410,through_13,2|3|5|7|11|13,4000039409,4000039411,1,4000039423,13,12,False,False,2
4000040004,through_13,2|3|5|7|11|13,4000040003,4000040017,13,4000040027,23,10,False,False,3
4000040214,through_13,2|3|5|7|11|13,4000040207,4000040221,7,4000040243,29,22,False,False,4
4000040253,through_13,2|3|5|7|11|13,4000040251,4000040257,4,4000040273,20,16,False,False,5
4000040377,through_13,2|3|5|7|11|13,4000040377,4000040381,4,4000040389,12,8,False,False,3
4000041261,through_13,2|3|5|7|11|13,4000041259,4000041263,2,4000041289,28,26,False,False,5
4000042511,through_13,2|3|5|7|11|13,4000042511,4000042513,2,4000042513,2,0,True,True,1
4000043089,through_13,2|3|5|7|11|13,4000043087,4000043093,4,4000043093,4,0,True,True,1
4000043101,through_13,2|3|5|7|11|13,4000043101,4000043107,6,4000043129,28,22,False,False,5
4000044220,through_13,2|3|5|7|11|13,4000044211,4000044221,1,4000044227,7,6,False,False,2
4000044798,through_13,2|3|5|7|11|13,4000044793,4000044799,1,4000044799,1,0,True,True,1
4000045165,through_13,2|3|5|7|11|13,4000045163,4000045169,4,4000045177,12,8,False,False,3
4000045810,through_13,2|3|5|7|11|13,4000045807,4000045811,1,4000045817,7,6,False,False,3
4000045910,through_13,2|3|5|7|11|13,4000045909,4000045913,3,4000045937,27,24,False,False,5
4000046515,through_13,2|3|5|7|11|13,4000046513,4000046521,6,4000046537,22,16,False,False,3
4000047965,through_13,2|3|5|7|11|13,4000047959,4000047967,2,4000047991,26,24,False,False,7
4000048393,through_13,2|3|5|7|11|13,4000048391,4000048397,4,4000048421,28,24,False,False,5
4000048738,through_13,2|3|5|7|11|13,4000048733,4000048739,1,4000048751,13,12,False,False,3
4000049975,through_13,2|3|5|7|11|13,4000049971,4000049981,6,4000050007,32,26,False,False,6
4000051112,through_13,2|3|5|7|11|13,4000051109,4000051117,5,4000051213,101,96,False,False,19
4000051442,through_13,2|3|5|7|11|13,4000051441,4000051453,11,4000051469,27,16,False,False,5
4000052208,through_13,2|3|5|7|11|13,4000052207,4000052209,1,4000052227,19,18,False,False,4
4000053493,through_13,2|3|5|7|11|13,4000053493,4000053503,10,4000053511,18,8,False,False,3
4000053990,through_13,2|3|5|7|11|13,4000053989,4000053991,1,4000053991,1,0,True,True,1
4000054158,through_13,2|3|5|7|11|13,4000054153,4000054159,1,4000054169,11,10,False,False,2
4000054392,through_13,2|3|5|7|11|13,4000054391,4000054393,1,4000054397,5,4,False,False,2
4000054484,through_13,2|3|5|7|11|13,4000054483,4000054489,5,4000054493,9,4,False,False,2
4000054728,through_13,2|3|5|7|11|13,4000054727,4000054733,5,4000054733,5,0,True,True,1
4000055040,through_13,2|3|5|7|11|13,4000055039,4000055041,1,4000055107,67,66,False,False,14
4000057529,through_13,2|3|5|7|11|13,4000057519,4000057531,2,4000057541,12,10,False,False,2
4000057542,through_13,2|3|5|7|11|13,4000057541,4000057543,1,4000057547,5,4,False,False,2
4000058057,through_13,2|3|5|7|11|13,4000058057,4000058059,2,4000058071,14,12,False,False,3
4000058674,through_13,2|3|5|7|11|13,4000058669,4000058677,3,4000058677,3,0,True,True,1
4000059067,through_13,2|3|5|7|11|13,4000059067,4000059071,4,4000059071,4,0,True,True,1
4000061101,through_13,2|3|5|7|11|13,4000061101,4000061111,10,4000061113,12,2,False,False,2
4000061488,through_13,2|3|5|7|11|13,4000061479,4000061489,1,4000061509,21,20,False,False,6
4000062566,through_13,2|3|5|7|11|13,4000062559,4000062569,3,4000062593,27,24,False,False,6
4000062604,through_13,2|3|5|7|11|13,4000062601,4000062607,3,4000062607,3,0,True,True,1
4000063220,through_13,2|3|5|7|11|13,4000063219,4000063229,9,4000063231,11,2,False,False,2
4000063683,through_13,2|3|5|7|11|13,4000063681,4000063687,4,4000063729,46,42,False,False,8
4000063914,through_13,2|3|5|7|11|13,4000063913,4000063919,5,4000063933,19,14,False,False,4
4000064301,through_13,2|3|5|7|11|13,4000064297,4000064303,2,4000064347,46,44,False,False,9
4000064711,through_13,2|3|5|7|11|13,4000064711,4000064713,2,4000064777,66,64,False,False,13
4000064770,through_13,2|3|5|7|11|13,4000064767,4000064771,1,4000064777,7,6,False,False,3
4000064847,through_13,2|3|5|7|11|13,4000064843,4000064851,4,4000064867,20,16,False,False,4
4000064920,through_13,2|3|5|7|11|13,4000064917,4000064921,1,4000064921,1,0,True,True,1
4000065069,through_13,2|3|5|7|11|13,4000065067,4000065071,2,4000065071,2,0,True,True,1
4000065865,through_13,2|3|5|7|11|13,4000065863,4000065869,4,4000065917,52,48,False,False,11
4000066763,through_13,2|3|5|7|11|13,4000066757,4000066769,6,4000066813,50,44,False,False,10
4000066856,through_13,2|3|5|7|11|13,4000066853,4000066859,3,4000066879,23,20,False,False,5
4000066925,through_13,2|3|5|7|11|13,4000066921,4000066927,2,4000066951,26,24,False,False,6
4000067751,through_13,2|3|5|7|11|13,4000067749,4000067759,8,4000067779,28,20,False,False,5
4000068511,through_13,2|3|5|7|11|13,4000068511,4000068517,6,4000068517,6,0,True,True,1
4000068598,through_13,2|3|5|7|11|13,4000068593,4000068599,1,4000068617,19,18,False,False,5
4000068773,through_13,2|3|5|7|11|13,4000068773,4000068781,8,4000068817,44,36,False,False,7
4000070327,through_13,2|3|5|7|11|13,4000070323,4000070329,2,4000070341,14,12,False,False,3
4000070597,through_13,2|3|5|7|11|13,4000070597,4000070603,6,4000070609,12,6,False,False,2
4000070794,through_13,2|3|5|7|11|13,4000070791,4000070797,3,4000070797,3,0,True,True,1
4000070828,through_13,2|3|5|7|11|13,4000070827,4000070831,3,4000070857,29,26,False,False,5
4000071499,through_13,2|3|5|7|11|13,4000071499,4000071503,4,4000071511,12,8,False,False,2
4000071700,through_13,2|3|5|7|11|13,4000071697,4000071701,1,4000071709,9,8,False,False,4
4000071771,through_13,2|3|5|7|11|13,4000071769,4000071773,2,4000071821,50,48,False,False,10
4000072738,through_13,2|3|5|7|11|13,4000072733,4000072751,13,4000072751,13,0,True,True,1
4000073250,through_13,2|3|5|7|11|13,4000073249,4000073251,1,4000073263,13,12,False,False,4
4000074494,through_13,2|3|5|7|11|13,4000074493,4000074497,3,4000074497,3,0,True,True,1
4000075365,through_13,2|3|5|7|11|13,4000075363,4000075367,2,4000075393,28,26,False,False,5
4000075424,through_13,2|3|5|7|11|13,4000075423,4000075427,3,4000075433,9,6,False,False,2
4000075481,through_13,2|3|5|7|11|13,4000075481,4000075483,2,4000075517,36,34,False,False,8
4000075762,through_13,2|3|5|7|11|13,4000075759,4000075763,1,4000075789,27,26,False,False,6
4000075812,through_13,2|3|5|7|11|13,4000075811,4000075813,1,4000075819,7,6,False,False,3
4000075879,through_13,2|3|5|7|11|13,4000075879,4000075883,4,4000075901,22,18,False,False,4
4000076099,through_13,2|3|5|7|11|13,4000076099,4000076107,8,4000076107,8,0,True,True,1
4000076240,through_13,2|3|5|7|11|13,4000076239,4000076243,3,4000076273,33,30,False,False,6
4000077170,through_13,2|3|5|7|11|13,4000077167,4000077173,3,4000077181,11,8,False,False,2
4000077182,through_13,2|3|5|7|11|13,4000077181,4000077187,5,4000077187,5,0,True,True,1
4000077915,through_13,2|3|5|7|11|13,4000077911,4000077919,4,4000077919,4,0,True,True,1
4000078604,through_13,2|3|5|7|11|13,4000078603,4000078609,5,4000078651,47,42,False,False,9
4000079468,through_13,2|3|5|7|11|13,4000079467,4000079471,3,4000079483,15,12,False,False,3
4000079999,through_13,2|3|5|7|11|13,4000079999,4000080001,2,4000080043,44,42,False,False,9
4000080011,through_13,2|3|5|7|11|13,4000080011,4000080013,2,4000080043,32,30,False,False,7
4000080267,through_13,2|3|5|7|11|13,4000080263,4000080269,2,4000080269,2,0,True,True,1
4000080730,through_13,2|3|5|7|11|13,4000080727,4000080731,1,4000080743,13,12,False,False,4
4000081902,through_13,2|3|5|7|11|13,4000081901,4000081903,1,4000081907,5,4,False,False,2
4000082340,through_13,2|3|5|7|11|13,4000082329,4000082341,1,4000082389,49,48,False,False,11
4000083291,through_13,2|3|5|7|11|13,4000083289,4000083293,2,4000083317,26,24,False,False,5
4000083328,through_13,2|3|5|7|11|13,4000083323,4000083331,3,4000083331,3,0,True,True,1
4000083529,through_13,2|3|5|7|11|13,4000083523,4000083533,4,4000083583,54,50,False,False,10
4000083558,through_13,2|3|5|7|11|13,4000083557,4000083559,1,4000083583,25,24,False,False,3
4000084013,through_13,2|3|5|7|11|13,4000084013,4000084019,6,4000084027,14,8,False,False,3
4000084066,through_13,2|3|5|7|11|13,4000084063,4000084069,3,4000084087,21,18,False,False,4
4000084089,through_13,2|3|5|7|11|13,4000084087,4000084091,2,4000084103,14,12,False,False,4
4000084989,through_13,2|3|5|7|11|13,4000084987,4000084993,4,4000084993,4,0,True,True,1
4000085008,through_13,2|3|5|7|11|13,4000085003,4000085009,1,4000085027,19,18,False,False,4
4000085771,through_13,2|3|5|7|11|13,4000085767,4000085773,2,4000085783,12,10,False,False,4
4000086020,through_13,2|3|5|7|11|13,4000086019,4000086023,3,4000086049,29,26,False,False,7
4000086283,through_13,2|3|5|7|11|13,4000086283,4000086287,4,4000086323,40,36,False,False,7
4000086442,through_13,2|3|5|7|11|13,4000086439,4000086443,1,4000086443,1,0,True,True,1
4000086807,through_13,2|3|5|7|11|13,4000086803,4000086809,2,4000086889,82,80,False,False,15
4000087127,through_13,2|3|5|7|11|13,4000087127,4000087129,2,4000087129,2,0,True,True,1
4000087266,through_13,2|3|5|7|11|13,4000087261,4000087271,5,4000087283,17,12,False,False,4
4000087859,through_13,2|3|5|7|11|13,4000087859,4000087867,8,4000087867,8,0,True,True,1
4000088022,through_13,2|3|5|7|11|13,4000088021,4000088023,1,4000088047,25,24,False,False,5
4000088329,through_13,2|3|5|7|11|13,4000088329,4000088333,4,4000088333,4,0,True,True,1
4000088450,through_13,2|3|5|7|11|13,4000088447,4000088453,3,4000088461,11,8,False,False,3
4000088493,through_13,2|3|5|7|11|13,4000088489,4000088497,4,4000088507,14,10,False,False,4
4000088716,through_13,2|3|5|7|11|13,4000088713,4000088717,1,4000088761,45,44,False,False,9
4000088722,through_13,2|3|5|7|11|13,4000088717,4000088723,1,4000088761,39,38,False,False,8
4000089509,through_13,2|3|5|7|11|13,4000089503,4000089517,8,4000089517,8,0,True,True,1
4000091021,through_13,2|3|5|7|11|13,4000091021,4000091023,2,4000091089,68,66,False,False,13
4000091224,through_13,2|3|5|7|11|13,4000091219,4000091231,7,4000091257,33,26,False,False,6
4000091411,through_13,2|3|5|7|11|13,4000091411,4000091413,2,4000091453,42,40,False,False,9
4000091624,through_13,2|3|5|7|11|13,4000091621,4000091629,5,4000091647,23,18,False,False,4
4000091668,through_13,2|3|5|7|11|13,4000091663,4000091671,3,4000091707,39,36,False,False,7
4000091880,through_13,2|3|5|7|11|13,4000091873,4000091881,1,4000091881,1,0,True,True,1
4000092232,through_13,2|3|5|7|11|13,4000092227,4000092233,1,4000092233,1,0,True,True,1
4000093203,through_13,2|3|5|7|11|13,4000093199,4000093211,8,4000093213,10,2,False,False,2
4000093235,through_13,2|3|5|7|11|13,4000093231,4000093241,6,4000093241,6,0,True,True,1
4000093242,through_13,2|3|5|7|11|13,4000093241,4000093243,1,4000093267,25,24,False,False,6
4000093478,through_13,2|3|5|7|11|13,4000093477,4000093481,3,4000093501,23,20,False,False,4
4000095104,through_13,2|3|5|7|11|13,4000095103,4000095107,3,4000095107,3,0,True,True,1
4000095116,through_13,2|3|5|7|11|13,4000095109,4000095119,3,4000095149,33,30,False,False,6
4000095418,through_13,2|3|5|7|11|13,4000095413,4000095419,1,4000095431,13,12,False,False,3
4000096348,through_13,2|3|5|7|11|13,4000096343,4000096349,1,4000096357,9,8,False,False,3
4000096998,through_13,2|3|5|7|11|13,4000096993,4000096999,1,4000097027,29,28,False,False,5
4000097215,through_13,2|3|5|7|11|13,4000097209,4000097219,4,4000097221,6,2,False,False,2
4000097718,through_13,2|3|5|7|11|13,4000097713,4000097719,1,4000097729,11,10,False,False,3
4000098550,through_13,2|3|5|7|11|13,4000098547,4000098551,1,4000098563,13,12,False,False,3
4000099067,through_13,2|3|5|7|11|13,4000099067,4000099069,2,4000099069,2,0,True,True,1
4000099375,through_13,2|3|5|7|11|13,4000099373,4000099379,4,4000099379,4,0,True,True,1
4000100678,through_13,2|3|5|7|11|13,4000100677,4000100681,3,4000100701,23,20,False,False,4
4000100966,through_13,2|3|5|7|11|13,4000100963,4000100969,3,4000100981,15,12,False,False,4
4000101312,through_13,2|3|5|7|11|13,4000101311,4000101317,5,4000101319,7,2,False,False,2
4000102115,through_13,2|3|5|7|11|13,4000102111,4000102121,6,4000102121,6,0,True,True,1
4000103624,through_13,2|3|5|7|11|13,4000103623,4000103629,5,4000103629,5,0,True,True,1
4000103695,through_13,2|3|5|7|11|13,4000103693,4000103699,4,4000103711,16,12,False,False,3
4000104037,through_13,2|3|5|7|11|13,4000104037,4000104041,4,4000104049,12,8,False,False,3
4000104642,through_13,2|3|5|7|11|13,4000104637,4000104643,1,4000104653,11,10,False,False,3
4000104955,through_13,2|3|5|7|11|13,4000104949,4000104959,4,4000104991,36,32,False,False,7
4000105178,through_13,2|3|5|7|11|13,4000105177,4000105181,3,4000105183,5,2,False,False,2
4000105747,through_13,2|3|5|7|11|13,4000105741,4000105751,4,4000105793,46,42,False,False,9
4000106331,through_13,2|3|5|7|11|13,4000106329,4000106333,2,4000106339,8,6,False,False,2
4000106563,through_13,2|3|5|7|11|13,4000106563,4000106567,4,4000106567,4,0,True,True,1
4000106753,through_13,2|3|5|7|11|13,4000106753,4000106767,14,4000106797,44,30,False,False,7
4000107886,through_13,2|3|5|7|11|13,4000107883,4000107887,1,4000107889,3,2,False,False,2
4000107955,through_13,2|3|5|7|11|13,4000107953,4000107959,4,4000107959,4,0,True,True,1
4000108478,through_13,2|3|5|7|11|13,4000108477,4000108481,3,4000108481,3,0,True,True,1
4000108819,through_13,2|3|5|7|11|13,4000108817,4000108823,4,4000108829,10,6,False,False,2
4000109354,through_13,2|3|5|7|11|13,4000109353,4000109357,3,4000109369,15,12,False,False,4
4000110803,through_13,2|3|5|7|11|13,4000110799,4000110809,6,4000110887,84,78,False,False,16
4000111693,through_13,2|3|5|7|11|13,4000111693,4000111697,4,4000111727,34,30,False,False,6
4000111994,through_13,2|3|5|7|11|13,4000111993,4000112003,9,4000112003,9,0,True,True,1
4000112303,through_13,2|3|5|7|11|13,4000112299,4000112309,6,4000112309,6,0,True,True,1
4000112706,through_13,2|3|5|7|11|13,4000112693,4000112707,1,4000112729,23,22,False,False,6
4000113400,through_13,2|3|5|7|11|13,4000113391,4000113401,1,4000113419,19,18,False,False,5
4000113498,through_13,2|3|5|7|11|13,4000113497,4000113499,1,4000113499,1,0,True,True,1
4000114821,through_13,2|3|5|7|11|13,4000114819,4000114823,2,4000114829,8,6,False,False,2
4000115693,through_13,2|3|5|7|11|13,4000115689,4000115699,6,4000115711,18,12,False,False,3
4000115750,through_13,2|3|5|7|11|13,4000115747,4000115753,3,4000115761,11,8,False,False,3
4000115786,through_13,2|3|5|7|11|13,4000115783,4000115789,3,4000115803,17,14,False,False,3
4000115889,through_13,2|3|5|7|11|13,4000115887,4000115891,2,4000115921,32,30,False,False,5
4000117033,through_13,2|3|5|7|11|13,4000117031,4000117039,6,4000117039,6,0,True,True,1
4000117100,through_13,2|3|5|7|11|13,4000117097,4000117103,3,4000117157,57,54,False,False,13
4000117641,through_13,2|3|5|7|11|13,4000117637,4000117643,2,4000117691,50,48,False,False,10
4000118450,through_13,2|3|5|7|11|13,4000118449,4000118453,3,4000118453,3,0,True,True,1
4000118754,through_13,2|3|5|7|11|13,4000118753,4000118761,7,4000118777,23,16,False,False,3
4000118759,through_13,2|3|5|7|11|13,4000118753,4000118761,2,4000118777,18,16,False,False,3
4000118786,through_13,2|3|5|7|11|13,4000118783,4000118789,3,4000118789,3,0,True,True,1
4000118836,through_13,2|3|5|7|11|13,4000118833,4000118839,3,4000118839,3,0,True,True,1
4000119172,through_13,2|3|5|7|11|13,4000119169,4000119173,1,4000119209,37,36,False,False,8
4000119637,through_13,2|3|5|7|11|13,4000119637,4000119647,10,4000119649,12,2,False,False,2
4000119670,through_13,2|3|5|7|11|13,4000119667,4000119671,1,4000119671,1,0,True,True,1
4000119920,through_13,2|3|5|7|11|13,4000119919,4000119923,3,4000119923,3,0,True,True,1
4000119925,through_13,2|3|5|7|11|13,4000119923,4000119931,6,4000120031,106,100,False,False,19
4000120091,through_13,2|3|5|7|11|13,4000120087,4000120093,2,4000120151,60,58,False,False,13
4000120446,through_13,2|3|5|7|11|13,4000120441,4000120447,1,4000120459,13,12,False,False,4
4000120694,through_13,2|3|5|7|11|13,4000120693,4000120697,3,4000120717,23,20,False,False,5
4000120955,through_13,2|3|5|7|11|13,4000120951,4000120961,6,4000121009,54,48,False,False,11
4000122362,through_13,2|3|5|7|11|13,4000122361,4000122367,5,4000122377,15,10,False,False,2
4000123199,through_13,2|3|5|7|11|13,4000123199,4000123201,2,4000123201,2,0,True,True,1
4000123304,through_13,2|3|5|7|11|13,4000123301,4000123307,3,4000123313,9,6,False,False,2
4000123697,through_13,2|3|5|7|11|13,4000123697,4000123703,6,4000123703,6,0,True,True,1
4000124269,through_13,2|3|5|7|11|13,4000124269,4000124273,4,4000124299,30,26,False,False,6
4000125242,through_13,2|3|5|7|11|13,4000125229,4000125247,5,4000125281,39,34,False,False,8
4000125525,through_13,2|3|5|7|11|13,4000125523,4000125527,2,4000125529,4,2,False,False,2
4000125824,through_13,2|3|5|7|11|13,4000125823,4000125827,3,4000125839,15,12,False,False,2
4000127065,through_13,2|3|5|7|11|13,4000127063,4000127069,4,4000127069,4,0,True,True,1
4000128028,through_13,2|3|5|7|11|13,4000128023,4000128029,1,4000128061,33,32,False,False,9
4000128048,through_13,2|3|5|7|11|13,4000128047,4000128049,1,4000128061,13,12,False,False,4
4000128149,through_13,2|3|5|7|11|13,4000128149,4000128151,2,4000128163,14,12,False,False,4
4000128601,through_13,2|3|5|7|11|13,4000128599,4000128607,6,4000128641,40,34,False,False,8
4000129004,through_13,2|3|5|7|11|13,4000128997,4000129009,5,4000129027,23,18,False,False,4
4000129516,through_13,2|3|5|7|11|13,4000129513,4000129517,1,4000129517,1,0,True,True,1
4000131065,through_13,2|3|5|7|11|13,4000131061,4000131067,2,4000131071,6,4,False,False,2
4000131711,through_13,2|3|5|7|11|13,4000131703,4000131713,2,4000131713,2,0,True,True,1
4000131793,through_13,2|3|5|7|11|13,4000131791,4000131797,4,4000131809,16,12,False,False,4
4000132386,through_13,2|3|5|7|11|13,4000132379,4000132387,1,4000132387,1,0,True,True,1
4000133030,through_13,2|3|5|7|11|13,4000133029,4000133041,11,4000133051,21,10,False,False,3
4000133323,through_13,2|3|5|7|11|13,4000133323,4000133327,4,4000133341,18,14,False,False,4
4000133668,through_13,2|3|5|7|11|13,4000133663,4000133671,3,4000133671,3,0,True,True,1
4000134363,through_13,2|3|5|7|11|13,4000134361,4000134367,4,4000134371,8,4,False,False,2
4000134684,through_13,2|3|5|7|11|13,4000134683,4000134689,5,4000134707,23,18,False,False,4
4000135470,through_13,2|3|5|7|11|13,4000135463,4000135471,1,4000135483,13,12,False,False,3
4000135939,through_13,2|3|5|7|11|13,4000135939,4000135943,4,4000135957,18,14,False,False,3
4000136202,through_13,2|3|5|7|11|13,4000136201,4000136207,5,4000136249,47,42,False,False,10
4000137446,through_13,2|3|5|7|11|13,4000137443,4000137451,5,4000137457,11,6,False,False,2
4000138389,through_13,2|3|5|7|11|13,4000138381,4000138391,2,4000138409,20,18,False,False,6
4000138407,through_13,2|3|5|7|11|13,4000138403,4000138409,2,4000138409,2,0,True,True,1
4000139530,through_13,2|3|5|7|11|13,4000139527,4000139531,1,4000139537,7,6,False,False,2
4000140305,through_13,2|3|5|7|11|13,4000140301,4000140307,2,4000140373,68,66,False,False,13
4000140712,through_13,2|3|5|7|11|13,4000140709,4000140713,1,4000140713,1,0,True,True,1
4000140728,through_13,2|3|5|7|11|13,4000140721,4000140731,3,4000140791,63,60,False,False,13
4000140734,through_13,2|3|5|7|11|13,4000140733,4000140737,3,4000140791,57,54,False,False,11
4000141040,through_13,2|3|5|7|11|13,4000141039,4000141043,3,4000141049,9,6,False,False,2
4000142257,through_13,2|3|5|7|11|13,4000142257,4000142261,4,4000142287,30,26,False,False,5
4000142393,through_13,2|3|5|7|11|13,4000142389,4000142401,8,4000142401,8,0,True,True,1
4000142728,through_13,2|3|5|7|11|13,4000142723,4000142737,9,4000142777,49,40,False,False,10
4000143177,through_13,2|3|5|7|11|13,4000143167,4000143179,2,4000143227,50,48,False,False,10
4000143609,through_13,2|3|5|7|11|13,4000143607,4000143611,2,4000143611,2,0,True,True,1
4000144867,through_13,2|3|5|7|11|13,4000144867,4000144871,4,4000144873,6,2,False,False,2
4000145901,through_13,2|3|5|7|11|13,4000145899,4000145909,8,4000145921,20,12,False,False,4
4000146673,through_13,2|3|5|7|11|13,4000146673,4000146677,4,4000146691,18,14,False,False,3
4000147904,through_13,2|3|5|7|11|13,4000147903,4000147909,5,4000147913,9,4,False,False,2
4000147981,through_13,2|3|5|7|11|13,4000147981,4000147993,12,4000147993,12,0,True,True,1
4000148397,through_13,2|3|5|7|11|13,4000148393,4000148401,4,4000148407,10,6,False,False,2
4000149363,through_13,2|3|5|7|11|13,4000149359,4000149367,4,4000149389,26,22,False,False,5
4000149754,through_13,2|3|5|7|11|13,4000149749,4000149757,3,4000149763,9,6,False,False,3
