scale,anchor,initial_candidate,true_next_prime,initial_delta,final_delta,handover_events,candidate_states,Y0,Y3,residue,pair_representative,orientation,odds,ara_oriented,closeness,closeness_float,final_residue,final_pair_representative,final_closeness,final_closeness_float,delta_closeness,closeness_increase_steps,closeness_decrease_steps,candidate_path,closeness_path,gate_path,total_nonbase_gate_crossings
middle,61000156904,61000156905,61000156933,1,29,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,2,2,61000156905|61000156907|61000156909|61000156927|61000156933,5/7|3/7|1/7|3/7|5/7,3|31|97|3361,21795
middle,61000157188,61000157189,61000157203,1,15,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61000157189|61000157201|61000157203,1/7|3/7|1/7,37|43,21795
middle,61000157436,61000157437,61000157443,1,7,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000157437|61000157443,5/7|1/7,67,21795
middle,61000157441,61000157443,61000157443,2,2,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61000157443,1/7,,21795
middle,61000157757,61000157759,61000157783,2,26,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61000157759|61000157767|61000157773|61000157783,5/7|3/7|5/7|5/7,47|251|87133,21795
middle,61000157933,61000157935,61000157941,2,8,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61000157935|61000157941,3/7|5/7,5,21795
middle,61000158086,61000158087,61000158119,1,33,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61000158087|61000158089|61000158091|61000158119,1/7|3/7|5/7|5/7,3|13|16063,21795
middle,61000159099,61000159103,61000159111,4,12,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61000159103|61000159109|61000159111,5/7|1/7|3/7,13|149,21795
middle,61000159951,61000159953,61000159963,2,12,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000159953|61000159957|61000159961|61000159963,5/7|5/7|1/7|1/7,3|11|13,21795
middle,61000160050,61000160051,61000160099,1,49,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000160051|61000160099,5/7|3/7,224863,21795
middle,61000160163,61000160167,61000160167,4,4,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61000160167,5/7,,21795
middle,61000160219,61000160223,61000160237,4,18,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,2,61000160223|61000160225|61000160227|61000160237,5/7|3/7|1/7|5/7,3|5|3167,21795
middle,61000160652,61000160653,61000160701,1,49,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61000160653|61000160657|61000160659|61000160681|61000160701,5/7|5/7|3/7|5/7|3/7,67|7321|26017|68171,21795
middle,61000160662,61000160663,61000160701,1,39,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61000160663|61000160671|61000160681|61000160701,1/7|5/7|5/7|3/7,13|419|68171,21795
middle,61000160859,61000160861,61000160891,2,32,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,2,1,61000160861|61000160863|61000160887|61000160891,3/7|5/7|1/7|5/7,23|281|5023,21795
middle,61000160879,61000160881,61000160891,2,12,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61000160881|61000160887|61000160891,5/7|1/7|5/7,11|5023,21795
middle,61000161168,61000161169,61000161199,1,31,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,2,1,61000161169|61000161179|61000161191|61000161199,3/7|1/7|3/7|5/7,41|227|2837,21795
middle,61000161561,61000161563,61000161569,2,8,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000161563|61000161569,5/7|3/7,11,21795
middle,61000161760,61000161763,61000161767,3,7,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000161763|61000161767,5/7|1/7,1721,21795
middle,61000161870,61000161871,61000161881,1,11,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000161871|61000161877|61000161881,5/7|3/7|1/7,11|263,21795
middle,61000162440,61000162441,61000162507,1,67,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61000162441|61000162469|61000162477|61000162507,1/7|1/7|5/7|3/7,17957|19483|20431,21795
middle,61000162888,61000162889,61000162913,1,25,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61000162889|61000162901|61000162913,1/7|1/7|3/7,1297|3499,21795
middle,61000163703,61000163705,61000163723,2,20,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,61000163705|61000163711|61000163717|61000163723,5/7|3/7|3/7|5/7,5|41|101,21795
middle,61000164104,61000164105,61000164119,1,15,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61000164105|61000164107|61000164109|61000164119,1/7|1/7|3/7|1/7,3|19|103,21795
middle,61000164355,61000164357,61000164359,2,4,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61000164357|61000164359,1/7|1/7,3,21795
middle,61000164494,61000164495,61000164529,1,35,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,1,1,61000164495|61000164497|61000164509|61000164529,3/7|1/7|3/7|3/7,3|317|643,21795
middle,61000164721,61000164723,61000164787,2,66,5,6,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,3,1,61000164723|61000164725|61000164727|61000164733|61000164739|61000164787,1/7|3/7|5/7|3/7|3/7|5/7,3|5|101|4297|21011,21795
middle,61000165118,61000165119,61000165123,1,5,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61000165119|61000165123,5/7|5/7,3,21795
middle,61000166227,61000166229,61000166321,2,94,6,7,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,3,61000166229|61000166231|61000166233|61000166239|61000166267|61000166299|61000166321,5/7|3/7|1/7|5/7|5/7|5/7|3/7,3|43|181|2417|3967|6521,21795
middle,61000166228,61000166229,61000166321,1,93,6,7,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,3,61000166229|61000166231|61000166233|61000166239|61000166267|61000166299|61000166321,5/7|3/7|1/7|5/7|5/7|5/7|3/7,3|43|181|2417|3967|6521,21795
middle,61000166256,61000166257,61000166321,1,65,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61000166257|61000166263|61000166267|61000166299|61000166321,5/7|1/7|5/7|5/7|3/7,59|139|3967|6521,21795
middle,61000166551,61000166553,61000166569,2,18,4,5,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,61000166553|61000166555|61000166557|61000166561|61000166569,3/7|1/7|1/7|5/7|1/7,3|5|11|3167,21795
middle,61000166996,61000166999,61000166999,3,3,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61000166999,5/7,,21795
middle,61000167995,61000167997,61000168003,2,8,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61000167997|61000168003,1/7|5/7,907,21795
middle,61000168156,61000168157,61000168181,1,25,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000168157|61000168169|61000168181,5/7|3/7|1/7,53|281,21795
middle,61000168212,61000168213,61000168219,1,7,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000168213|61000168217|61000168219,5/7|5/7|3/7,17|8087,21795
middle,61000168325,61000168329,61000168337,4,12,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000168329|61000168331|61000168337,5/7|3/7|3/7,3|13619,21795
middle,61000168571,61000168573,61000168573,2,2,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61000168573,1/7,,21795
middle,61000168626,61000168627,61000168637,1,11,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61000168627|61000168633|61000168637,1/7|5/7|5/7,379|161333,21795
middle,61000168662,61000168665,61000168679,3,17,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,61000168665|61000168667|61000168673|61000168679,5/7|3/7|3/7|5/7,3|19|499,21795
middle,61000168683,61000168685,61000168709,2,26,4,5,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,3,1,61000168685|61000168687|61000168693|61000168699|61000168709,1/7|3/7|5/7|1/7|3/7,5|31|67|3109,21795
middle,61000168742,61000168743,61000168751,1,9,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61000168743|61000168745|61000168751,3/7|5/7|3/7,3|5,21795
middle,61000169003,61000169005,61000169017,2,14,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,2,1,61000169005|61000169009|61000169011|61000169017,1/7|3/7|5/7|3/7,5|13|439,21795
middle,61000169336,61000169337,61000169339,1,3,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000169337|61000169339,5/7|3/7,3,21795
middle,61000169337,61000169339,61000169339,2,2,0,1,1,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,61000169339,3/7,,21795
middle,61000169425,61000169427,61000169441,2,16,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,61000169427|61000169429|61000169441,1/7|3/7|1/7,3|53,21795
middle,61000169522,61000169523,61000169537,1,15,4,5,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,2,1,61000169523|61000169525|61000169527|61000169533|61000169537,1/7|1/7|3/7|5/7|1/7,3|5|11|41,21795
middle,61000169736,61000169737,61000169761,1,25,5,6,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,2,3,61000169737|61000169743|61000169749|61000169753|61000169759|61000169761,3/7|5/7|1/7|5/7|3/7|1/7,13|17|283|3181|5147,21795
middle,61000169827,61000169829,61000169851,2,24,4,5,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,2,1,61000169829|61000169831|61000169833|61000169849|61000169851,3/7|1/7|1/7|3/7|5/7,3|23|1091|127217,21795
middle,61000169931,61000169933,61000169953,2,22,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,2,1,61000169933|61000169939|61000169941|61000169953,3/7|5/7|3/7|5/7,71|269|2477,21795
middle,61000170203,61000170205,61000170241,2,38,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61000170205|61000170209|61000170211|61000170241,5/7|1/7|1/7|3/7,5|11|32563,21795
middle,61000170409,61000170411,61000170443,2,34,5,6,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,2,1,61000170411|61000170415|61000170419|61000170421|61000170431|61000170443,5/7|5/7|1/7|1/7|3/7|5/7,3|5|109|113|235069,21795
middle,61000171476,61000171479,61000171537,3,61,6,7,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,3,61000171479|61000171481|61000171483|61000171489|61000171493|61000171523|61000171537,5/7|3/7|1/7|5/7|5/7|3/7|3/7,3|29|47|307|1223|1993,21795
middle,61000172050,61000172053,61000172099,3,49,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000172053|61000172059|61000172099,5/7|1/7|1/7,2689|14783,21795
middle,61000172728,61000172729,61000172741,1,13,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61000172729|61000172731|61000172741,1/7|1/7|3/7,23|41,21795
middle,61000173026,61000173027,61000173077,1,51,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,2,1,61000173027|61000173029|61000173053|61000173077,3/7|5/7|1/7|3/7,3|52301|122557,21795
middle,61000173213,61000173215,61000173233,2,20,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61000173215|61000173217|61000173229|61000173233,5/7|3/7|5/7|1/7,5|211|21569,21795
middle,61000173264,61000173265,61000173277,1,13,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61000173265|61000173271|61000173277,3/7|5/7|1/7,5|3659,21795
middle,61000173314,61000173315,61000173317,1,3,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61000173315|61000173317,3/7|1/7,3,21795
middle,61000173643,61000173645,61000173671,2,28,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000173645|61000173649|61000173659|61000173671,5/7|5/7|5/7|3/7,3|23|97943,21795
middle,61000173817,61000173819,61000173841,2,24,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61000173819|61000173821|61000173827|61000173841,3/7|1/7|5/7|5/7,3|79|2083,21795
middle,61000174218,61000174219,61000174219,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,61000174219,5/7,,21795
middle,61000174321,61000174323,61000174327,2,6,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61000174323|61000174325|61000174327,3/7|1/7|1/7,3|5,21795
middle,61000174336,61000174337,61000174429,1,93,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,2,1,61000174337|61000174349|61000174421|61000174429,3/7|5/7|3/7|5/7,431|21977|96557,21795
middle,61000174429,61000174433,61000174493,4,64,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61000174433|61000174439|61000174441|61000174493,5/7|1/7|3/7|1/7,11|29|149603,21795
middle,61000175173,61000175175,61000175207,2,34,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000175175|61000175177|61000175207,5/7|3/7|1/7,3|7867,21795
middle,61000175222,61000175223,61000175239,1,17,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,2,1,61000175223|61000175225|61000175227|61000175239,1/7|3/7|5/7|3/7,3|5|40879,21795
middle,61000175238,61000175239,61000175239,1,1,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61000175239,3/7,,21795
middle,61000175793,61000175795,61000175801,2,8,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61000175795|61000175797|61000175801,1/7|1/7|5/7,5|11,21795
middle,61000175885,61000175889,61000175893,4,8,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000175889|61000175891|61000175893,5/7|3/7|1/7,3|16061,21795
middle,61000175944,61000175945,61000175953,1,9,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000175945|61000175947|61000175953,5/7|3/7|3/7,5|29,21795
middle,61000176308,61000176309,61000176337,1,29,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,2,61000176309|61000176311|61000176329|61000176337,5/7|3/7|1/7|5/7,3|277|123121,21795
middle,61000176392,61000176393,61000176397,1,5,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000176393|61000176395|61000176397,5/7|3/7|1/7,3|5,21795
middle,61000177535,61000177537,61000177547,2,12,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000177537|61000177541|61000177543|61000177547,5/7|5/7|3/7|1/7,13|349|1231,21795
middle,61000177799,61000177801,61000177829,2,30,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,1,1,61000177801|61000177807|61000177829,3/7|5/7|3/7,17|1033,21795
middle,61000177896,61000177897,61000177907,1,11,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61000177897|61000177907,1/7|3/7,41,21795
middle,61000177900,61000177901,61000177907,1,7,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000177901|61000177907,5/7|3/7,13,21795
middle,61000177903,61000177905,61000177907,2,4,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000177905|61000177907,5/7|3/7,3,21795
middle,61000177922,61000177923,61000177951,1,29,4,5,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,2,1,61000177923|61000177925|61000177927|61000177933|61000177951,1/7|1/7|3/7|5/7|1/7,3|5|13|207239,21795
middle,61000178012,61000178013,61000178077,1,65,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61000178013|61000178017|61000178047|61000178069|61000178077,5/7|5/7|3/7|5/7|1/7,3|1097|5527|126337,21795
middle,61000178138,61000178139,61000178149,1,11,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000178139|61000178143|61000178147|61000178149,5/7|5/7|1/7|1/7,3|41|977,21795
middle,61000178251,61000178255,61000178263,4,12,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000178255|61000178257|61000178263,5/7|3/7|3/7,5|2129,21795
middle,61000178300,61000178301,61000178329,1,29,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61000178301|61000178303|61000178321|61000178329,1/7|1/7|5/7|1/7,3|61|12967,21795
middle,61000178446,61000178447,61000178461,1,15,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61000178447|61000178453|61000178461,5/7|3/7|5/7,13|71,21795
middle,61000178484,61000178485,61000178513,1,29,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,61000178485|61000178489|61000178513,1/7|5/7|1/7,5|21227,21795
middle,61000178695,61000178697,61000178713,2,18,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,2,1,61000178697|61000178699|61000178711|61000178713,3/7|5/7|3/7|5/7,3|19|10597,21795
middle,61000179037,61000179039,61000179047,2,10,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61000179039|61000179041|61000179043|61000179047,5/7|3/7|1/7|3/7,3|19|73,21795
middle,61000179421,61000179423,61000179469,2,48,5,6,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,3,1,61000179423|61000179425|61000179427|61000179431|61000179439|61000179469,1/7|3/7|5/7|5/7|3/7|5/7,3|5|11|1487|75991,21795
middle,61000179596,61000179599,61000179613,3,17,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,61000179599|61000179607|61000179613,5/7|3/7|5/7,31|97,21795
middle,61000179630,61000179631,61000179641,1,11,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61000179631|61000179641,1/7|5/7,541,21795
middle,61000179699,61000179701,61000179703,2,4,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61000179701|61000179703,1/7|1/7,41,21795
middle,61000180066,61000180067,61000180097,1,31,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61000180067|61000180069|61000180097,1/7|3/7|3/7,19|1847,21795
middle,61000180174,61000180175,61000180201,1,27,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61000180175|61000180177|61000180183|61000180201,3/7|1/7|5/7|5/7,5|103|180623,21795
middle,61000180494,61000180495,61000180519,1,25,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,2,1,61000180495|61000180499|61000180511|61000180519,5/7|1/7|3/7|5/7,5|37|175061,21795
middle,61000181313,61000181315,61000181327,2,14,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,61000181315|61000181317|61000181323|61000181327,3/7|5/7|3/7|1/7,5|2731|128621,21795
middle,61000181374,61000181377,61000181383,3,9,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000181377|61000181381|61000181383,5/7|1/7|1/7,23|1523,21795
middle,61000181718,61000181719,61000181761,1,43,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61000181719|61000181731|61000181761,1/7|1/7|1/7,61|14323,21795
middle,61000181833,61000181835,61000181843,2,10,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000181835|61000181839|61000181843,5/7|5/7|1/7,3|6673,21795
middle,61000181961,61000181965,61000181989,4,28,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,2,1,61000181965|61000181969|61000181971|61000181981|61000181989,5/7|1/7|1/7|3/7|5/7,5|43|24097|207971,21795
middle,61000182941,61000182945,61000182961,4,20,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61000182945|61000182947|61000182949|61000182953|61000182961,5/7|3/7|1/7|3/7|3/7,3|11|149|571,21795
middle,61000182992,61000182993,61000183039,1,47,6,7,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,3,1,61000182993|61000182995|61000182997|61000183001|61000183007|61000183021|61000183039,1/7|3/7|5/7|5/7|1/7|1/7|5/7,3|5|13|43|9433|60811,21795
middle,61000183179,61000183183,61000183187,4,8,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000183183|61000183187,5/7|1/7,19,21795
middle,61000183608,61000183609,61000183669,1,61,5,6,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,3,2,61000183609|61000183613|61000183619|61000183627|61000183663|61000183669,1/7|5/7|3/7|5/7|1/7|5/7,47|641|673|85199|161281,21795
middle,61000183800,61000183801,61000183831,1,31,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61000183801|61000183807|61000183817|61000183831,3/7|3/7|1/7|1/7,41|92077|167861,21795
middle,61000183982,61000183983,61000183997,1,15,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61000183983|61000183985|61000183987|61000183997,3/7|1/7|1/7|3/7,3|5|1051,21795
middle,61000184248,61000184249,61000184303,1,55,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61000184249|61000184251|61000184279|61000184303,3/7|1/7|1/7|5/7,31|2617|5737,21795
middle,61000184338,61000184339,61000184339,1,1,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61000184339,3/7,,21795
middle,61000184458,61000184459,61000184461,1,3,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61000184459|61000184461,3/7|1/7,23,21795
middle,61000184630,61000184631,61000184671,1,41,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,2,1,61000184631|61000184633|61000184653|61000184671,1/7|3/7|5/7|1/7,3|4073|51347,21795
